WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7
XLOC_002371 0 0 0 0 0 0 0
XLOC_002372 0 0 0 0 0 0 0
XLOC_002373 11.2443 20.5786 29.5703 10.0716 1.14595 0.0927876 0.087801
XLOC_002374 1.30891 65.6044 1615.65 3063.76 4225.3 9120.34 7879.04
XLOC_002375 16.8599 15.4279 12.8983 9.91588 7.56355 6.75328 9.95205
XLOC_002376 0.0117792 0 0 0 0 0.0489311 0
XLOC_002377 17.9099 12.2266 5.94913 5.23187 4.85813 5.74542 4.48731
XLOC_002378 5.20864 4.96592 6.79758 5.70954 4.7291 3.56751 4.32768
XLOC_002379 2.02412 0.0534952 0 0 0 0 0
XLOC_002380 13.9861 14.2496 10.5944 11.3304 12.5613 13.314 9.66615
XLOC_002381 0 0 0 0 0 0 0
XLOC_002382 26.5 27.8839 24.166 15.6488 10.7856 3.27396 1.10328
XLOC_002383 0 0 0 0 0 0 0
XLOC_002384 8.40006 11.0141 30.6952 30.2923 26.8665 16.0384 5.08348
XLOC_002385 0 0 0 0 0 0 0
XLOC_002386 51.4154 61.698 96.4155 159.202 162.866 119.17 58.7898
XLOC_002387 1.23421 1.31864 2.13 2.21169 1.66458 0.600982 0.307102
XLOC_002388 0 0 0 0 0 0 0
XLOC_002389 5.13792 4.31843 0.0813616 0.101348 0.0712522 0.0456855 0.0922563
XLOC_002390 0 0 0 0 0 0 0
XLOC_002391 331.675 298.796 67.0415 29.049 26.1565 20.5294 16.27
XLOC_002392 1.99259 2.22487 1.49796 1.29636 1.21544 1.11787 1.23589
XLOC_002393 1.90972 2.50279 3.73433 5.58644 5.47411 4.51677 3.74985
XLOC_002394 44.845 54.1316 73.9746 82.1635 87.2242 124.536 84.5574
XLOC_002395 23.3369 15.3414 4.75286 5.82089 8.0094 20.4993 24.1007
XLOC_002396 25.1738 83.1403 396.611 371.629 365.058 354.899 209.737
XLOC_002397 13.0646 13.3359 8.36295 3.48672 0.426507 0.0186362 0.00927449
XLOC_002398 0 0 0 0.0123104 0.0712335 1.97958 6.38023
XLOC_002399 1.46839 3.51599 6.24517 6.1523 3.2867 0.319321 0.106804
XLOC_002400 19.7981 18.3203 8.47104 6.71082 5.54859 3.80374 4.10254
XLOC_002401 5.29386 12.1437 26.406 22.2029 21.2932 17.4462 13.4884
XLOC_002402 4.07798 3.61542 2.99424 3.05222 2.83336 4.97318 5.96919
XLOC_002403 0 0.0267507 0 0 0.0276551 0 0
XLOC_002404 3.0454 4.09775 7.42793 6.78449 4.86224 2.25789 1.27836
XLOC_002405 0.076357 0.00261684 0 0 0 0 0
XLOC_002406 12.0997 12.285 13.1026 14.4729 18.1289 31.2774 38.0681
XLOC_002407 0 0 0 0 0.0640641 0.0915506 0.127592
XLOC_002408 0 0 0 0 0 0 0
XLOC_002409 0 0 0 0 0 0 0
XLOC_002410 0 0 0 0 0 0 0
XLOC_002411 0 0.0210275 0 0 0.0602905 1.44042 4.01076
XLOC_002412 0 0 0 0 0 0 0
XLOC_002413 6.41507 5.70611 4.837 6.58895 5.12768 3.79137 2.87786
XLOC_002414 0.00372997 0.0449555 2.07467 4.06763 3.29873 0.219082 0.0238332
XLOC_002415 0 0 0 0 0 0 0
XLOC_002416 1.45561 2.46717 4.5693 6.10892 11.8452 16.7811 35.8316
XLOC_002417 2.60606 3.00755 5.60686 5.78535 4.97693 2.98318 1.67348
XLOC_002418 0.0690766 0.00592553 0.0445869 0.0135607 0.0243907 0.0439 0
XLOC_002419 0 0 0 0 0 0 0
XLOC_002420 228.565 150.963 72.8972 86.0665 108.489 121.438 176.883
XLOC_002421 8.06889 7.21021 6.39753 6.30765 7.30937 7.11844 9.33526
XLOC_002422 0.741942 0.694809 2.01937 4.05332 5.57194 7.77324 6.41719
XLOC_002423 0 0 0 0 0 0 0
XLOC_002424 42.771 127.638 336.676 355.421 308.933 398.548 252.843
XLOC_002425 9.28257 16.2783 35.289 25.3457 10.9678 0.649308 0
XLOC_002426 0 0 0 0 0 0 0
XLOC_002427 0 0 0 0 0 0 0
XLOC_002428 0.862934 1.49606 6.28726 18.3468 42.3403 85.9255 152.117
XLOC_002429 1.43566 2.70451 5.99084 5.04178 2.72256 0.581075 0.325597
XLOC_002430 0 0 0 0 0 0 0
XLOC_002431 0 0 0 0 0 0 0
XLOC_002432 0 0 0 0 0.0413713 0 0
XLOC_002433 0 0 0.00800156 0.056636 0.0452422 0 0.0298192
XLOC_002434 1.97391 0.697369 0.15711 0.0290715 0 0 0
XLOC_002435 0 0 0 0 0 0 0
XLOC_002436 0 0.0160692 0 0.103794 0.0403902 0.18226 0
XLOC_002437 0.145305 0 0 0 0 0 0
XLOC_002438 0.0749489 0.0827418 0 0 0.0184 0.0297668 0
XLOC_002439 0.123692 0.0881844 0 0.0517232 0 0.0183865 0
XLOC_002440 0.0556608 0.229316 0 0 0 0 0
XLOC_002441 0.0989028 0.122402 0.067036 0.059327 0 0.0435337 0
XLOC_002442 30.382 27.3224 20.7665 18.1128 22.3904 18.4346 19.5209
XLOC_002443 18.9126 11.163 6.30811 7.99429 7.82695 13.1661 18.1556
XLOC_002444 0 0.00257235 0 0 0 0 0
XLOC_002445 0 0 0 0 0 0 0
XLOC_002446 17.13 21.324 40.1808 42.1892 46.5093 58.1645 50.4703
XLOC_002447 0.0308045 1.22105 5.66646 7.35794 11.7789 7.87455 1.18294
XLOC_002448 0.00897004 0 0 0 0 0 0
XLOC_002449 9.87278 8.59462 7.33455 4.57328 3.76927 2.37128 2.67765
XLOC_002450 3.46585 4.3829 4.22962 4.32634 3.56677 5.31804 8.12845
XLOC_002451 6.09813 7.27125 9.42816 10.0942 12.8439 16.0943 20.6736
XLOC_002452 38.6139 27.8828 18.1161 19.6263 17.0717 18.9426 17.9177
XLOC_002453 28.412 23.3269 8.69714 4.83477 1.79067 0.212567 0.0357078
XLOC_002454 0 0 0 0 0 0 0
XLOC_002455 0.142822 0.0933606 0.115071 0.0697035 0.0350642 0 0
XLOC_002456 0 0 0 0 0 0 0
XLOC_002457 0.526028 0.561838 0.0911489 0.102206 0.012453 0 0
XLOC_002458 96.9145 89.8934 115.557 122.973 116.278 108.596 53.644
XLOC_002459 22.4284 17.011 7.98273 7.97522 8.8406 7.8632 5.7942
XLOC_002460 1.83355 1.95954 2.52494 2.49181 3.2009 3.78442 5.55348
XLOC_002461 0 0 0 0 0 0 0
XLOC_002462 0.71246 1.08579 1.87684 1.94743 2.07714 1.05735 1.11243
XLOC_002463 0.0546401 0.0241142 0.0198015 0 0 0 0
XLOC_002464 20.9558 19.0444 13.2462 10.0529 5.77552 1.52249 0.203874
XLOC_002465 17.209 15.5295 12.9088 12.066 16.0361 22.0489 22.7964
XLOC_002466 0 0 0 0 0 0 0
XLOC_002467 0 0 0 0 0 0 0
XLOC_002468 0.849818 2.88052 1.50908 1.21625 1.47178 4.49646 5.58842
XLOC_002469 9.08067 10.7268 21.9148 30.9292 23.9539 13.5763 9.30905
XLOC_002470 67.3014 58.0682 37.329 37.2384 33.8346 17.8673 12.2521
XLOC_002471 1.18605 0.441227 0 0.0201393 0 0 0
XLOC_002472 16.8531 19.4229 18.7077 14.9008 11.6103 8.11488 5.24907
XLOC_002473 5.26938 7.80433 13.8414 9.90564 6.41251 4.96576 3.91265
XLOC_002474 7.22884 7.45908 3.11252 1.57558 0.60247 0.242558 0.774502
XLOC_002475 0.0493839 0.0168825 0.0143404 0 0 0 0
XLOC_002476 10.9927 10.5031 6.70638 5.64538 6.81228 7.71057 5.79651
XLOC_002477 6.37998 6.39439 5.5034 4.81547 3.99561 3.50448 3.13009
XLOC_002478 9.25209 8.38005 0.988699 0.269249 0.0944333 0.116606 0.0731686
XLOC_002479 0 0 0 0 0 0 0
XLOC_002480 0 0.033264 0.0275268 0.41218 0.0402556 0.00801807 0.0216371
XLOC_002481 40.4039 30.1341 2.27511 0.140111 0.0805185 0 0.0633328
XLOC_002482 3.01454 2.68256 1.55719 1.57354 2.13666 2.3813 4.17259
XLOC_002483 0.302122 0.134928 0.0655786 0.021032 0.0478641 0.0139096 0.134278
XLOC_002484 349.805 400.047 313.914 154.985 49.4526 6.94745 2.29675
XLOC_002485 0.0742668 0.141946 0.576355 0.657313 0.813183 1.36202 1.77676
XLOC_002486 0 0.0198497 0 0 0 0 0
XLOC_002487 0 0.0300164 0 0 0 0 0
XLOC_002488 0 0 0 0 0 0 0
XLOC_002489 0 0 0 0 0 0 0
XLOC_002490 6.77654 8.66226 11.2 9.30653 7.28488 5.38942 4.13484
XLOC_002491 0.0197462 0.0270691 0 0.00527604 0 0 0
XLOC_002492 0 0 0 0 0 0 0
XLOC_002493 12.2018 14.3608 11.7864 10.5615 12.3337 17.5435 16.2583
XLOC_002494 0.0762755 0.112237 0.135065 0.110689 0.0522289 0.08039 0.0861766
XLOC_002495 0 0 0 0 0 0 0
XLOC_002496 7.18348 7.17958 0.92684 0.305204 0.287435 0.27108 0.345997
XLOC_002497 0.844011 0.61168 0.767856 0.562485 0.863213 1.10223 0.963047
XLOC_002498 0.0730251 0.0395675 0.0226665 0.237895 0.166075 0.0258436 0.0259059
XLOC_002499 0 0 0 0 0 0 0
XLOC_002500 2.40775 2.87538 4.68966 4.26908 3.99691 1.98074 1.14959
XLOC_002501 45.9403 36.6669 25.7537 22.3151 18.6183 16.2639 13.5015
XLOC_002502 16.5506 18.7183 25.6918 35.0502 42.1278 61.6836 57.633
XLOC_002503 0.0712208 0.0571195 0.0117834 0.228479 0.94689 2.37781 3.0024
XLOC_002504 4.50108 5.39216 9.20254 9.46084 11.3736 8.43469 7.20564
XLOC_002505 4.59783 6.48674 12.2901 12.5039 10.1487 8.94063 7.39257
XLOC_002506 3.62388 3.108 4.88156 6.696 8.78935 9.36397 15.2353
XLOC_002507 23.4058 24.1443 13.7446 8.21651 8.17689 6.19019 9.72607
XLOC_002508 16.8416 14.7727 10.3892 9.71985 11.2423 13.2211 20.2961
XLOC_002509 0.00889664 0.0600428 0.0387922 0.0190132 0.014994 0.0594635 0.0714773
XLOC_002510 0.149899 0.214173 0.136264 0.139652 0.0838218 0.0771883 0.0207871
XLOC_002511 0.0258064 0 0.0434926 0.360554 0.467423 0.527329 0.194389
XLOC_002512 0 0 0 0 0 0 0
XLOC_002513 0.0243416 0.0215254 0 0 0 0 0
XLOC_002514 11.0062 11.5995 10.0575 8.55439 7.13742 5.33769 4.87393
XLOC_002515 38.4215 43.6279 48.4789 40.0931 29.9171 19.3526 12.7203
XLOC_002516 0 0.0128582 0 0 0 0 0
XLOC_002517 1.74305 1.8112 1.5967 1.7748 1.39874 1.16492 1.32247
XLOC_002518 2.40762 2.97342 4.60699 4.35717 4.34424 3.64776 3.59552
XLOC_002519 3.56531 4.99179 1.73301 0.271123 0.177402 0.169968 0.0445887
XLOC_002520 5.31975 7.35608 18.1163 22.6073 20.1884 19.8253 11.1369
XLOC_002521 0 0 0 0.0251486 0.0795528 0.0488944 0.02183
XLOC_002522 0.0018152 0.00263907 0 0 0 0 0
XLOC_002523 5.07742 4.47503 3.51572 4.8505 5.69894 7.18099 10.4116
XLOC_002524 0 0 0 0 0 0 0
XLOC_002525 0.0105352 0 0 0 0 0 0
XLOC_002526 52.2759 58.4444 21.6175 7.76477 4.14745 0.567733 0.304936
XLOC_002527 69.2868 46.5139 24.9373 30.333 38.8301 40.9258 62.4704
XLOC_002528 0.016555 0.0495882 1.52499 0.196149 0.047405 0.0282791 0
XLOC_002529 1.71569 1.44586 1.0819 0.979949 0.972978 1.22541 1.25284
XLOC_002530 0.0112691 0 0 0 0 0 0
XLOC_002531 0.966149 1.40923 2.85373 3.22846 3.69518 3.12772 5.17838
XLOC_002532 0.0209136 0.00771199 0 0 0 0 0
XLOC_002533 0.386616 0 0 0 0 0 0
XLOC_002534 0 0 0 0 0.137944 0 0
XLOC_002535 0.0265171 0 0.0384213 0 0.0424713 0 0
XLOC_002536 0.288978 0.00964552 0.0449161 0.414775 0.249903 0 0
XLOC_002537 1.73531 0.302012 0 3.65282 0.168991 0 0
XLOC_002538 0.00541903 0.00536289 0.102426 0.108245 0.339958 0.462989 0
XLOC_002539 392.376 299.92 50.1681 26.7949 24.1694 55.6291 53.6336
XLOC_002540 35.5473 30.709 9.19237 3.16253 1.68898 0.937898 1.70994
XLOC_002541 0 0.0125767 0.159791 5.43338 16.2198 51.8043 77.3865
XLOC_002542 22.1684 25.8937 24.7071 16.2437 12.2186 8.54916 3.77828
XLOC_002543 0 0 0 0 0 0 0
XLOC_002544 46.7313 42.7141 47.9829 38.3856 32.5612 23.9592 14.6602
XLOC_002545 0 0 0 0 0 0 0
XLOC_002546 2.23263 1.46035 1.27306 1.62357 1.60169 1.03439 0.408048
XLOC_002547 147.985 150.142 182.28 224.88 240.179 313.184 336.17
XLOC_002548 0.0185024 0 0 0 0 0 0
XLOC_002549 0.0227854 0.0102018 0 0 0 0 0
XLOC_002550 0 0 0 0 0 0 0
XLOC_002551 0.0402246 0.0108533 0 0 0 0 0
XLOC_002552 0.308438 0.13485 0.193731 0.12561 0.150441 0.521021 0.615412
XLOC_002553 3.66177 3.06855 3.1278 3.27597 3.94087 6.23875 6.82053
XLOC_002554 0.921727 1.76928 1.45411 0.483975 0.654409 1.26451 1.67481
XLOC_002555 8.63928 7.80479 8.59289 9.84729 9.37063 17.0482 21.0419
XLOC_002556 1.18608 0.444029 0.146193 0.153371 0.0603525 0.895025 2.78276
XLOC_002557 131.189 174.196 125.382 49.0774 19.4251 10.6407 11.2389
XLOC_002558 2.56651 1.69184 0.392676 0.166474 0.113636 0.289704 0.566236
XLOC_002559 0 0.020051 0 0 0 0 0
XLOC_002560 8.5842 14.5844 27.4784 20.29 15.6099 11.1499 18.3447
XLOC_002561 0.0303989 0 0.0582279 0.0410151 0 0 0
XLOC_002562 5.38234 4.64937 4.39521 4.30323 5.91739 9.28867 8.47403
XLOC_002563 0 0 0 0 0 0 0
XLOC_002564 0.0265585 0.00580653 0 0 0 0 0
XLOC_002565 1.57408 1.97763 2.93562 2.65984 2.70048 2.01643 2.19086
XLOC_002566 0.256355 0.226333 0.438522 0.402648 0.224936 0.142818 0.107667
XLOC_002567 3.62334 4.65076 6.07016 7.5815 6.99135 4.73941 3.57486
XLOC_002568 8.99544 10.1436 8.2981 6.90826 4.30483 3.2298 3.87589
XLOC_002569 13.1169 10.3232 7.39112 6.88784 7.00148 9.17379 9.31598
XLOC_002570 8.31069 10.8278 13.5249 12.8935 13.1309 9.32805 7.07314
XLOC_002571 0.0187006 0.0536159 0 0.0243951 0.0760823 0.0165639 0.0687057
XLOC_002572 0.131512 0.104946 0.10646 0.127727 0.0717345 0.10825 0.112922
XLOC_002573 379.5 280.287 180.348 133.815 128.005 133.21 123.081
XLOC_002574 14.3158 12.2489 6.84217 6.33155 5.19805 4.57905 3.63058
XLOC_002575 0.110162 0.0541782 0.0221264 0.0154076 0 0.0223716 0
XLOC_002576 18.9572 19.4478 22.2819 20.3832 16.8135 13.1861 11.7679
XLOC_002577 2.12993 2.01774 3.10443 2.54328 2.18918 3.80004 5.2885
XLOC_002578 5.07591 5.49356 5.92089 6.72013 7.95929 10.5746 12.0145
XLOC_002579 5.62859 6.35155 8.90367 9.47712 9.78381 7.94107 8.07817
XLOC_002580 7.08387 8.19118 16.487 26.0763 30.0593 24.6446 6.92929
XLOC_002581 0.00983443 0 0 0 0 0 0
XLOC_002582 5.50012 4.47977 4.89136 6.60126 6.65091 10.1534 10.5161
XLOC_002583 0.218258 0.153892 0.189426 0.0932913 0.0618908 0 0
XLOC_002584 0 0 0 0 0 0 0
XLOC_002585 0 0.00108336 0 0 0 0 0
XLOC_002586 0 0 0 0 0 0 0
XLOC_002587 0 0 0 0 0 0 0
XLOC_002588 0 0 0 0 0 0 0
XLOC_002589 0 0 0 0 0 0 0
XLOC_002590 7.64443 5.11186 4.4334 3.28804 1.16678 0.392572 0.406572
XLOC_002591 0.656261 0.401597 0.26902 0.0841915 0.254081 0.141795 0.72251
XLOC_002592 0 0 0 0 0 0 0
XLOC_002593 0 0 0 0 0 0 0
XLOC_002594 1.96692 3.16106 9.5531 11.9772 12.2176 10.6966 9.15423
XLOC_002595 0.0215507 0.0405688 0.777268 1.63432 3.0718 4.74791 2.47666
XLOC_002596 0 0 0 0 0 0 0.010258
XLOC_002597 1.71309 1.55283 2.13233 2.90406 3.79573 5.79077 4.41723
XLOC_002598 0 0 0 0 0 0 0
XLOC_002599 0.946877 1.23021 0.997347 0.908743 0.0934447 0 0
XLOC_002600 0.00663878 0 0 0 0 0 0
XLOC_002601 421.016 490.763 131.696 19.771 4.51413 0.59886 0.183897
XLOC_002602 4.03397 3.97999 3.31165 2.55356 1.65675 0.673908 1.3655
XLOC_002603 11.6599 13.5696 15.4468 18.8865 17.52 11.8777 4.36271
XLOC_002604 0.0198977 0.0681061 0.112493 0.247331 0.313789 0.13925 0
XLOC_002605 2.31597 2.80835 4.29709 5.92505 7.73092 12.5167 18.487
XLOC_002606 0.0687787 0.0335644 0.0287763 0.0453626 0.135563 0.274895 0.180495
XLOC_002607 10.1334 10.1388 6.72145 8.61807 7.87043 5.40502 2.28522
XLOC_002608 27.3096 27.8192 30.4153 29.0968 24.5824 30.9433 33.872
XLOC_002609 47.25 41.6953 36.3887 31.9531 36.1897 41.0664 46.8349
XLOC_002610 0.382968 1.85691 0.756514 0.0816922 0.180659 0.0488002 0
XLOC_002611 0.0779761 0.151859 0.426088 0.0319607 0.00657234 0.007404 0
XLOC_002612 0.0431217 0.00745152 0 0 0 0 0
XLOC_002613 7.97219 9.77562 15.6538 13.5792 10.5661 4.402 2.51056
XLOC_002614 0.0322588 0.0166676 0 0 0 0 0
XLOC_002615 0 0 0 0 0 0 0
XLOC_002616 0 0 0 0 0 0 0
XLOC_002617 11.5321 10.0244 7.64358 6.95894 7.08306 6.20259 7.26695
XLOC_002618 1.94935 1.94347 2.32642 2.81319 4.76321 7.82606 12.4993
XLOC_002619 4.97686 4.92684 1.04576 0.948938 0.857936 0.863056 0.855401
XLOC_002620 0.197231 0.105711 0.192325 0.212861 0.169188 0 0
XLOC_002621 36.1925 37.0153 46.6262 40.5051 38.3047 34.5563 24.3483
XLOC_002622 3.14471 3.80754 4.87362 5.95864 5.21069 3.09671 2.43924
XLOC_002623 1.38261 1.53518 1.59109 1.65146 1.81627 1.06697 1.02528
XLOC_002624 1.52143 2.35471 4.52234 3.41605 2.06931 2.41296 3.96868
XLOC_002625 0 0.00299896 0.0119714 0.0633999 0.0268665 0 0
XLOC_002626 9.34417 27.6795 46.1788 34.3451 119.488 779.637 1483.56
XLOC_002627 71.1031 62.0339 28.1547 21.6861 14.4967 9.77968 5.53553
XLOC_002628 31.3971 28.3457 23.7306 23.4527 24.1416 25.9628 18.2127
XLOC_002629 251.519 193.207 125.99 94.7243 93.0171 132.57 173.678
XLOC_002630 54.408 80.1954 214.403 237.151 91.4882 13.4333 5.13122
XLOC_002631 0.011735 0.278853 3.02459 1.02631 0.212882 0.013948 0
XLOC_002632 3.23765 3.83148 5.12031 4.51273 3.49516 1.30606 0.582434
XLOC_002633 0 0 0 0 0 0.0278186 0
XLOC_002634 0 0.00655016 0 0 0 0 0
XLOC_002635 0.159094 0.234671 0.464797 0.484004 0.848806 0.87089 1.27294
XLOC_002636 0 0 0 0 0 0 0
XLOC_002637 0 0 0 0 0 0 0
XLOC_002638 7.92344 13.2578 20.7978 26.1733 19.0986 14.5209 28.1966
XLOC_002639 20.2912 17.9857 14.6558 16.4846 18.2547 11.5933 9.02647
XLOC_002640 0.127579 0.234625 3.35967 2.57818 1.09429 0.0286802 0.0874601
XLOC_002641 54.8454 27.6214 8.93728 9.42275 9.97655 12.1664 17.9586
XLOC_002642 0 0 0 0 0 0.0127601 0
XLOC_002643 0 0.0373086 0.167868 1.36415 1.88646 0.424771 0
XLOC_002644 0.00991043 0.0522215 0.199814 1.12268 2.97242 0.837077 0.138984
XLOC_002645 0 0 0 0 0 0 0
XLOC_002646 39.6639 31.5855 24.1657 24.2586 27.8782 24.1251 30.5276
XLOC_002647 0 0 1.19642 14.6435 23.5456 7.82307 0
XLOC_002648 0 0 0 0 0 0 0
XLOC_002649 11.1291 13.2223 17.4311 18.0106 16.6494 13.1214 8.55723
XLOC_002650 0.488899 0.63947 0.254736 0.17734 0.0627688 0 0
XLOC_002651 92.0958 81.907 30.1801 16.6307 8.73079 0.879908 0.267093
XLOC_002652 0 0.0377779 0 0 0 0 0
XLOC_002653 1.02097 0.789109 1.42318 2.81915 3.53549 4.14128 3.76755
XLOC_002654 1.66124 1.98148 2.67458 2.83152 3.7886 4.36914 3.99387
XLOC_002655 10.2107 7.20477 5.26889 5.71157 7.62068 9.4255 8.87335
XLOC_002656 11.5523 11.3197 1.05591 0.260427 0.0946642 0.0648256 0.0240136
XLOC_002657 0.248698 0.535474 2.03729 0.928323 0.45602 0 0
XLOC_002658 0.0320891 0.00294607 0.0831955 0 0 0 0
XLOC_002659 3.91562 3.52237 4.93873 5.18529 5.59762 4.744 4.14311
XLOC_002660 0.406153 0.0907332 0 0 0.0116148 0 0
XLOC_002661 4.80504 5.17915 9.88409 12.705 11.4562 8.66575 9.97258
XLOC_002662 14.6436 13.5011 15.3391 22.9452 26.9045 41.1585 45.7799
XLOC_002663 0 0 0 0 0 0 0
XLOC_002664 7.89446 14.567 20.3549 17.0212 11.933 6.12668 2.81914
XLOC_002665 4.42445 4.27289 1.24535 0.89469 0.438614 0.0203813 0.0301859
XLOC_002666 0.25615 0.421822 0.647203 0.946743 0.244352 0.14128 0.0110879
XLOC_002667 7.80619 6.21073 4.77946 3.62431 2.80718 1.3127 0.612386
XLOC_002668 14.7553 15.9115 24.7638 22.9072 14.4861 1.35244 0.0560441
XLOC_002669 0.86175 0.37404 0.112751 0.224194 0.284453 0.476176 1.28599
XLOC_002670 4.49987 3.66281 2.51275 2.37542 1.79251 0.462036 0.560406
XLOC_002671 0 0 0 0 0 0 0
XLOC_002672 2.42065 2.29594 2.32524 1.94194 1.34884 0.423979 0.184347
XLOC_002673 15.5866 16.5196 25.372 30.0282 33.6244 38.759 48.8444
XLOC_002674 0.551982 0.477603 0.516322 0.333219 0.165195 0.0438955 0.00636599
XLOC_002675 0.50362 0.70914 1.46347 1.74706 1.7458 0.577139 0.190706
XLOC_002676 1.17124 1.28225 0.643398 0.309744 0.246429 0.0374412 0
XLOC_002677 4.1432 3.56015 1.38928 1.69763 2.30045 2.61401 2.33318
XLOC_002678 5.6607 5.71606 3.1516 2.98979 4.26119 5.51785 5.58156
XLOC_002679 0.214665 0.127929 0.0629786 0.0476052 0.194327 62.1093 207.581
XLOC_002680 9.08183 7.37966 0.290515 1.1659 0.553346 0 0.304786
XLOC_002681 0 0 0 0 0 0 0
XLOC_002682 0 0 0 0 0 0 0
XLOC_002683 2.08133 2.9751 6.97501 10.4531 14.0644 17.4169 11.5642
XLOC_002684 4.80982 5.33736 8.63278 8.12551 9.05687 9.60637 10.5347
XLOC_002685 0.6034 0.438467 0.197189 0.385741 0.55159 0.709141 1.22672
XLOC_002686 0 0 0 0 0 0 0
XLOC_002687 14.9956 20.9961 28.8315 27.1597 30.6549 54.3149 56.2863
XLOC_002688 0 0 0 0 0 0 0
XLOC_002689 3.8845 3.09904 1.79721 0.970315 0.660887 0.277978 0.0146098
XLOC_002690 0.213758 0.0880575 0.10847 0.217268 0.0851962 0.0376316 0
XLOC_002691 8.47899 7.69723 6.25977 6.27597 6.838 7.79618 8.02349
XLOC_002692 4.17667 5.3617 8.22058 8.20356 6.55449 4.62648 5.48152
XLOC_002693 10.5743 9.47845 5.07289 4.23373 3.69864 2.61938 2.40227
XLOC_002694 0.00676822 0.000824314 0 0.0225454 0.0284781 0.0057494 0
XLOC_002695 0 0 0 0 0 0 0
XLOC_002696 0 0.00982271 0.00781976 0.0912676 0.33711 0.79093 1.37377
XLOC_002697 9.49117 15.001 15.1153 6.63362 4.0547 1.98021 0.992779
XLOC_002698 0 0 0 0 0 0 0
XLOC_002699 0 0 0 0 0 0 0
XLOC_002700 0 0 0 0 0 0 0
XLOC_002701 0 0 0 0 0 0 0
XLOC_002702 0 0 0 0 0 0 0
XLOC_002703 0 0 0 0 0 0 0
XLOC_002704 58.2937 55.3809 89.7755 86.5558 94.216 140.012 165.826
XLOC_002705 2.43776 2.72392 1.46812 0.336688 0.0866324 0 0
XLOC_002706 0 0 0 0 0 0 0
XLOC_002707 0 0 0 0 0 0 0
XLOC_002708 0 0 0 0 0 0 0
XLOC_002709 42.2085 44.6611 38.0885 35.1922 34.3416 40.775 35.8478
XLOC_002710 15.7423 14.8767 9.31143 9.56191 9.84512 14.3538 16.9982
XLOC_002711 2.16309 1.49495 0.341541 0.128878 0.178384 0.243621 0
XLOC_002712 4.95396 5.48538 6.3752 4.9095 4.12747 3.08887 4.86067
XLOC_002713 0.0106878 0 0.0583802 0.0857202 0.0181386 0.0326494 0
XLOC_002714 8.92839 9.56072 17.1262 16.8751 17.1693 22.7679 21.5785
XLOC_002715 0.504706 0.962467 2.83695 3.07447 2.76837 4.28358 2.89182
XLOC_002716 6.03421 9.3364 14.7016 15.8606 17.2958 25.8923 76.3424
XLOC_002717 6.43364 8.02277 10.5805 10.5375 10.5737 8.61893 8.90521
XLOC_002718 2.37993 2.78532 2.94038 1.73503 1.22202 0.709457 0.346106
XLOC_002719 0.729745 1.21806 2.58997 2.83691 2.33372 1.01863 1.79641
XLOC_002720 4.47162 4.70006 9.83902 16.2399 20.4718 33.1346 40.0955
XLOC_002721 0.296424 0.409875 0.0726916 0.0798467 0.0727077 0.262951 0.231433
XLOC_002722 0 0 0 0 0 0 0
XLOC_002723 0.165069 0.282044 0.0115384 0.0247144 0 0 0
XLOC_002724 31.9923 21.1628 9.52197 7.37295 7.08449 10.704 6.84903
XLOC_002725 84.62 65.1592 46.8732 50.029 51.8035 65.6737 53.4182
XLOC_002726 0.0279943 0.0207336 0 0 0 0 0
XLOC_002727 8.77285 7.05748 3.89864 2.66674 2.26576 4.21019 8.41979
XLOC_002728 34.1997 44.8926 57.4579 42.0126 34.0525 23.6835 21.1559
XLOC_002729 0.0667486 0 0.0186793 0 0 0 0
XLOC_002730 0 0 0 0 0 0 0
XLOC_002731 7.38884 7.53856 8.59826 8.28809 8.15037 6.45327 5.65752
XLOC_002732 0 0 0 0 0 0 0
XLOC_002733 0 0 0 0 0 0 0
XLOC_002734 8.70939 7.83023 6.77406 7.43424 8.63246 9.52429 11.0711
XLOC_002735 13.4678 18.043 11.7175 13.9143 17.4301 31.7713 38.7901
XLOC_002736 0.419571 0.318448 0 0.119488 0.0741507 0 0
XLOC_002737 0 0 0 0 0 0 0
XLOC_002738 1.17311 0.305491 0.92857 35.9069 55.0774 40.4133 4.78038
XLOC_002739 1048.18 1198.53 1008.36 709.467 316.458 34.0694 4.45384
XLOC_002740 0 0 0 0 0 0 0
XLOC_002741 2.28977 2.20118 2.16884 3.29369 3.82392 4.9657 2.29587
XLOC_002742 0.060739 0.0146582 0.161891 0.113559 0.0966756 0.203423 0.171555
XLOC_002743 0 0 0 0 0 0 0
XLOC_002744 4.53424 9.51998 26.3513 25.1405 20.0981 6.64583 3.38206
XLOC_002745 0.586258 2.45778 19.3678 43.4948 59.4643 56.1807 12.8465
XLOC_002746 0 0 0.21832 0.0622173 0.474159 4.92085 0.895961
XLOC_002747 0 0 0 0.0384164 0.247543 0.983179 0
XLOC_002748 22.6677 15.9698 12.4186 11.2274 12.032 11.7194 9.68587
XLOC_002749 121.096 161.554 58.4888 12.7388 3.83121 0.643881 0.204365
XLOC_002750 0.447076 0.699767 0.0941925 0.00887721 0 0 0
XLOC_002751 45.5986 60.1339 63.9797 57.177 46.5836 51.1025 33.8411
