WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7
XLOC_013625 16.1166 12.4362 2.81806 2.07722 1.76826 1.44551 2.03183
XLOC_013626 3.55781 3.37379 3.11762 3.27456 2.72102 3.34777 3.37302
XLOC_013627 0.211201 0.236666 0.0177893 0.0228833 0 0 0
XLOC_013628 31.357 29.8921 37.9439 38.6519 34.6376 36.6633 33.8533
XLOC_013629 0.586016 1.6992 12.9596 22.1436 6.06813 0.660887 0.30868
XLOC_013630 4.67505 6.56557 30.3969 51.9241 69.299 79.605 61.2342
XLOC_013631 0.161932 0.102763 0.0874459 0.0566882 0.296673 0.105987 0.0849973
XLOC_013632 0 0 0 0 0 0 0
XLOC_013633 0 0 0 0 0 0 0
XLOC_013634 0.0532909 0.0216522 0 0 0 0 0
XLOC_013635 0 0 0 0 0 0 0
XLOC_013636 0.0761439 0.0928935 0.180122 0.20829 0.26262 0.113154 0
XLOC_013637 0 0 0 0 0 0 0
XLOC_013638 0.646767 1.13436 1.57333 1.39444 0.902825 0.227821 0.138044
XLOC_013639 15.5541 13.7066 16.0119 16.6999 16.3001 17.5434 13.8165
XLOC_013640 0.583917 0.565709 0.640187 1.1083 0.832561 3.50897 9.37453
XLOC_013641 12.133 9.24612 5.35375 4.76367 5.02483 6.38287 8.18138
XLOC_013642 0.00794542 0 0.0214254 0.0399288 0.032627 0 0
XLOC_013643 24.4573 14.9388 5.75349 6.9896 9.33677 19.0158 34.1414
XLOC_013644 98.3976 78.3227 43.0374 31.1341 23.3951 15.1894 15.0236
XLOC_013645 8.15329 6.84761 1.43758 0.644476 0.446175 0 0
XLOC_013646 13.9617 12.5316 2.29611 0.666233 0.183867 0.0180851 0
XLOC_013647 0.0429133 0.0536052 0.0109977 1.2676 10.0372 49.8252 88.7799
XLOC_013648 7.97877 7.31933 12.1975 14.305 14.8131 20.2071 17.0477
XLOC_013649 1.24694 1.19246 10.9718 16.1272 22.3387 42.4855 44.3331
XLOC_013650 0.00775291 0.0258539 0.0625391 0.165167 0.313369 0.423697 0.759362
XLOC_013651 0 0 0 0 0 0 0
XLOC_013652 0.00403024 0.0369529 0.00971701 0.0536671 0.0461269 0 0
XLOC_013653 1091.64 1130.11 607.251 295.27 149.927 46.4737 25.6693
XLOC_013654 2.25029 1.53621 1.09315 1.52231 2.42509 2.81971 3.27133
XLOC_013655 0.6134 1.16959 2.33692 3.30566 1.80192 0.468647 0.316298
XLOC_013656 0.265438 0.723839 0.983921 1.9416 2.28196 1.3353 0.710188
XLOC_013657 0 0 0 0 0 0 0
XLOC_013658 0.391421 0.245027 0.394936 0.254012 0.155927 0.063043 0
XLOC_013659 0 0 0 0 0 0 0
XLOC_013660 0 0 0 0 0 0 0
XLOC_013661 0 0 0.173141 2.54437 0.0125034 0.0181766 0
XLOC_013662 8.07199 8.36425 12.0517 10.053 6.77586 1.36421 0.0711336
XLOC_013663 1405.13 859.979 374.626 320.084 299.1 191.191 224.227
XLOC_013664 0.0384798 0.0133968 0 0 0 0 0
XLOC_013665 0.0578548 0.0345962 0 0 0.027403 0 0
XLOC_013666 0.0616738 0.0602018 0.257747 0.0517751 0.133904 0.0326167 0
XLOC_013667 1.64728 1.59818 0.734474 0.458013 0.357595 0.293658 0.28338
XLOC_013668 5.76919 5.71291 5.07056 5.02423 5.90613 5.94331 7.71678
XLOC_013669 1.13776 1.32155 3.51105 2.72707 2.77524 0.789284 0.0195417
XLOC_013670 8.4305 9.30884 12.3696 9.68206 10.9273 11.9611 13.5573
XLOC_013671 0 0 0 0 0 0 0
XLOC_013672 0 0 0.0109694 0.0371308 0 0 0
XLOC_013673 0 0 0 0 0 0 0
XLOC_013674 0 0 0 0 0 0 0
XLOC_013675 18.6893 23.3725 8.5819 6.6231 4.64623 2.45577 3.86423
XLOC_013676 4.91768 6.02722 6.62196 7.20889 4.38709 2.01301 1.29909
XLOC_013677 29.57 23.618 12.5845 11.645 11.2814 11.1261 10.217
XLOC_013678 7.33501 7.2216 6.91935 8.72213 9.45549 11.3965 10.2857
XLOC_013679 52.5799 53.3574 14.8037 4.38819 4.08284 1.4138 1.48434
XLOC_013680 12.2261 9.69905 1.05237 0.632289 0.819622 2.03778 2.33922
XLOC_013681 16.5392 12.0769 8.38549 9.18746 9.72041 11.4688 14.9662
XLOC_013682 0 0 0 0 0 0 0
XLOC_013683 3.35058 3.21736 4.82352 5.86861 5.96709 6.76917 8.10101
XLOC_013684 72.4405 78.6213 26.3256 11.5667 6.13816 4.17481 3.21264
XLOC_013685 25.2073 18.2847 12.6824 10.4964 10.2423 6.20295 3.26386
XLOC_013686 30.4377 29.2176 27.1337 20.1618 18.6227 17.3545 15.8994
XLOC_013687 982.888 604.234 325.012 249.545 244.944 93.7515 72.1601
XLOC_013688 5.96733 0 0 0 0 0 0
XLOC_013689 17.4805 20.3205 16.6261 17.2847 21.7656 38.5056 38.1537
XLOC_013690 7.90702 9.87436 6.35107 2.31401 2.76701 10.6897 18.9538
XLOC_013691 0 0 0 0 0 0 0
XLOC_013692 2.53682 3.33446 5.75291 7.35533 7.27594 5.62243 4.41183
XLOC_013693 713.939 443.191 273.359 234.151 242.963 117.809 109.08
XLOC_013694 11.46 13.504 15.4301 14.1276 11.1248 10.592 14.8215
XLOC_013695 33.113 37.7146 30.3311 21.1489 9.76157 2.63116 0.654701
XLOC_013696 8.1334 5.64928 2.28405 3.61616 4.3053 5.05241 3.63324
XLOC_013697 0.104954 0.129016 0.0662947 0.0240209 0.032394 0.0561412 0.0108591
XLOC_013698 2.56363 2.88393 4.21746 5.73563 5.9977 8.85449 8.5096
XLOC_013699 5.20369 6.85217 12.2428 16.9649 15.0787 14.4871 11.2436
XLOC_013700 48.1411 34.9455 23.7689 27.166 35.6964 52.6339 47.9105
XLOC_013701 5.06253 5.06395 6.47552 10.4391 7.77914 7.78765 10.0852
XLOC_013702 9.49746 10.0412 9.70503 6.93966 3.82437 4.07998 5.76211
XLOC_013703 5.81278 6.2771 3.91103 2.76666 5.33097 16.8174 53.3854
XLOC_013704 0.719954 1.67264 3.85765 0.815834 0.0694535 0.00926639 0.0653522
XLOC_013705 1.36784 0.764672 0.15685 0.028258 0 0 0
XLOC_013706 0 0 0 0 0 0 0
XLOC_013707 1.45756 1.67473 2.57025 2.74906 2.56019 3.33851 3.0672
XLOC_013708 11.0862 14.0899 39.5774 60.3884 85.8504 81.5868 28.9413
XLOC_013709 4.72449 5.23256 7.82811 14.8162 16.4575 25.443 24.0344
XLOC_013710 4.37825 4.61253 6.43614 6.19549 6.81153 10.653 14.567
XLOC_013711 28.5512 28.5895 28.2871 36.4204 46.8245 65.5863 80.4603
XLOC_013712 25.1046 26.6779 31.1573 17.5599 11.4425 4.56186 1.12598
XLOC_013713 2.90607 3.0616 3.45924 4.85299 5.87412 10.3143 13.6859
XLOC_013714 0.0505686 0.00173506 0.0505748 0.0425171 0.120757 0.211632 0.114376
XLOC_013715 5.73795 5.9288 6.34385 7.93588 10.8649 11.0451 11.5703
XLOC_013716 0.588576 2.52788 1.32969 2.39517 5.64656 5.42743 7.3966
XLOC_013717 11.2976 9.23198 6.44159 6.98025 6.76309 10.0131 11.2505
XLOC_013718 15.6259 16.2612 15.0384 10.7839 9.611 6.95564 6.45731
XLOC_013719 1.63769 1.2171 0.805933 0.818454 0.566494 0.0891396 0.0529579
XLOC_013720 0 0 0 0 0 0 0
XLOC_013721 0.19391 0 0.0295948 0 0 0 0
XLOC_013722 4.72867 4.81222 4.37918 5.23574 3.11729 1.48374 1.04513
XLOC_013723 9.94752 9.07109 8.1425 6.8876 3.84045 0.479072 0.267339
XLOC_013724 495.486 602.95 598.609 532.628 550.681 717.448 330.805
XLOC_013725 3.60309 3.35698 4.44413 8.00655 23.1833 108.305 146.142
XLOC_013726 29.0836 31.0862 41.5541 40.9833 40.0027 48.5277 45.0876
XLOC_013727 94.5917 78.0139 58.6982 54.2578 52.2503 58.7541 56.8083
XLOC_013728 30.6872 30.9822 37.4716 37.1826 32.632 33.497 25.6394
XLOC_013729 705.636 442.328 230.537 179.593 176.219 92.2971 75.9729
XLOC_013730 1083.96 586.814 237.818 217.82 218.952 163.38 159.846
XLOC_013731 16.3212 20.4508 10.6297 5.91001 1.13778 0.0878528 0.0186221
XLOC_013732 0.445255 1.13357 5.98574 9.45681 9.9351 7.14154 4.42889
XLOC_013733 5.40397 5.02414 6.42085 6.65524 8.06958 14.91 12.6821
XLOC_013734 5.69887 6.09725 7.62712 6.64728 4.84757 2.40715 1.00761
XLOC_013735 0.562009 0.587664 0.173959 0.095777 0.122055 0 0.0405788
XLOC_013736 0.215413 0.339104 0.111599 0.0396152 0 0 0
XLOC_013737 0.0256468 0.0933722 0 0 0 0 0
XLOC_013738 4.14637 4.1773 0.411543 0.0904853 0.0570505 0.0284387 0.00966998
XLOC_013739 0 0 0 0 0 0 0
XLOC_013740 6.1435 5.07929 6.62259 6.63752 4.48201 1.94697 1.567
XLOC_013741 39.8012 31.4926 21.0476 18.9776 24.3062 34.5707 42.8582
XLOC_013742 0.905905 0.648066 0.195164 0.225008 0.0500219 0 0
XLOC_013743 30.7714 32.219 29.2645 26.6568 21.5548 12.4624 2.32599
XLOC_013744 41.8964 36.3801 38.3742 36.5048 34.2855 23.4182 12.6177
XLOC_013745 0 0 0 0 0 0 0
XLOC_013746 11.6983 10.0669 9.91946 12.3356 11.7602 10.4749 7.4904
XLOC_013747 0.03029 0.0162637 0.00499476 0.0242691 0.106505 0.0657939 0.286141
XLOC_013748 2.72664 1.98613 2.97021 4.6021 4.39106 3.52464 2.35261
XLOC_013749 44.7285 46.8686 13.8514 8.66693 6.3852 1.38935 0.0563036
XLOC_013750 0 0 0 0 0 0 0
XLOC_013751 0.0295415 0.033382 0.0185159 0.0897763 0.0404954 0 0
XLOC_013752 0 0 0 0 0 0 0
XLOC_013753 15.3027 13.2556 9.42878 9.37428 10.3872 13.1985 7.67575
XLOC_013754 0 0.0496346 2.05056 1.44921 0.873614 0.738893 0.555031
XLOC_013755 16.6612 19.1626 35.2591 68.3668 100.726 189.73 182.974
XLOC_013756 0 0 0 0 0 0 0
XLOC_013757 16.5239 18.3881 42.7874 57.2479 47.4372 64.7931 53.5546
XLOC_013758 3.60745 4.85179 7.4522 7.87883 6.36975 10.6382 8.40299
XLOC_013759 12.7221 11.8533 8.39059 8.566 8.86521 12.1355 12.8324
XLOC_013760 1.80771 2.31631 3.5029 3.84915 3.04911 2.99313 3.30422
XLOC_013761 0 0 0 0 0 0 0
XLOC_013762 6.42446 7.12138 9.5739 10.0642 9.18423 10.4867 10.06
XLOC_013763 3.19994 3.02659 3.34173 6.16742 7.32151 6.90567 5.28807
XLOC_013764 10.8039 8.16657 5.75838 5.14951 3.10024 1.08792 0.424642
XLOC_013765 80.4822 41.8822 15.2862 17.2052 21.6962 33.5771 46.6539
XLOC_013766 3.49855 3.66832 5.16822 6.04754 5.90714 6.46937 6.29366
XLOC_013767 0.388804 0.442737 0.92063 0.798924 0.241111 0.323673 0.259101
XLOC_013768 5.4099 5.51217 6.43312 7.30784 9.44396 18.0211 43.9838
XLOC_013769 17.2906 18.3389 24.4091 27.814 29.7936 35.6482 44.3962
XLOC_013770 1.63855 1.29552 0.727954 0.37188 0.443184 1.00805 3.35118
XLOC_013771 0.897847 0.938999 1.14615 1.45973 1.91992 1.67315 1.76978
XLOC_013772 0 0 0 0 0 0 0
XLOC_013773 12.265 13.2122 7.87001 2.68895 1.15519 0.023394 0.0796836
XLOC_013774 0 0 0 0 0 0 0
XLOC_013775 4.25592 6.3703 15.9356 15.2243 13.7083 3.67655 0.893329
XLOC_013776 24.8434 37.5549 38.8675 25.0443 14.5853 8.41822 12.787
XLOC_013777 0.757566 0.791616 0.598079 0.642464 0.485514 0.218083 0.222474
XLOC_013778 5.10944 3.29915 1.62699 2.19834 2.96234 3.86528 5.9318
XLOC_013779 0.0178585 0 0 0 0 0 0
XLOC_013780 0.00436154 0.0179348 0.0058419 0 0 0 0
XLOC_013781 89.6411 54.8663 26.2727 25.8041 33.0721 42.0885 41.6402
XLOC_013782 2.42994 1.67065 1.0234 1.33 2.03731 4.15341 4.64412
XLOC_013783 14.9313 15.6636 24.9219 39.1386 49.6912 56.0508 51.4937
XLOC_013784 0.612917 1.49685 3.25584 1.60066 1.15186 0.526932 0.0280799
XLOC_013785 10.8736 9.35625 6.84038 5.11552 4.98246 3.89153 2.7793
XLOC_013786 0.405239 0.216758 0.200852 0.188814 0.463641 0.997328 2.17444
XLOC_013787 25.7664 20.7992 14.2216 13.461 16.5822 25.831 28.4775
XLOC_013788 59.7906 38.6368 4.26123 3.43273 5.50359 14.9999 24.3018
XLOC_013789 24.1642 23.2196 11.0343 6.76884 4.51014 1.91592 0.785644
XLOC_013790 10.9924 10.1891 15.3433 22.616 34.6637 36.4395 30.8061
XLOC_013791 8.07497 9.27081 14.8893 17.7912 21.237 27.8815 30.4971
XLOC_013792 10.4313 11.7897 12.2784 15.8193 27.2004 58.9191 91.6651
XLOC_013793 0.778317 0.740579 0.696154 0.672535 0.291078 0.447498 0.480013
XLOC_013794 15.29 17.7534 2.31136 0.439862 0.158025 0.106057 0
XLOC_013795 16.2782 18.207 24.2716 29.3662 41.636 77.1504 120.984
XLOC_013796 5.73701 7.36644 13.3388 12.9545 6.54858 0.185979 0.014686
XLOC_013797 3.43951 3.44651 1.49279 1.89532 0.230393 0.084823 0
XLOC_013798 4.0104 2.66599 2.00145 3.58006 1.7511 3.97456 2.37631
XLOC_013799 1.72405 1.36877 0.926942 1.37629 1.70718 2.39257 2.81508
XLOC_013800 5.28806 4.8425 2.1396 1.77155 1.92784 2.32491 3.56256
XLOC_013801 0 0 0 0 0 0 0
XLOC_013802 16.8581 15.8181 3.92726 2.74272 2.61783 3.99619 8.9274
XLOC_013803 0 0 0 0 0 0 0
XLOC_013804 0.00498437 0 0 0 0 0 0
XLOC_013805 0 0 0 0 0 0 0
XLOC_013806 0 0 0 0 0 0 0
XLOC_013807 0 0 0 0 0 0 0
XLOC_013808 0 0 0 0 0 0 0
XLOC_013809 2.97124 2.38752 1.41104 1.53273 1.6583 1.84812 1.74019
XLOC_013810 0.0163414 0 0.0125386 0 0 0.00896592 0.0517538
XLOC_013811 2.68887 3.26162 3.79677 2.61207 2.58588 0.909888 0.806333
XLOC_013812 467.153 282.915 135.051 105.835 108.3 70.8415 63.9452
XLOC_013813 1.70314 3.20388 2.20083 1.30392 1.27359 1.4505 2.22995
XLOC_013814 8.97825 8.08157 6.5619 5.82364 5.30507 3.00328 2.50912
XLOC_013815 45.0324 38.5265 25.585 20.1915 20.4777 20.27 17.486
XLOC_013816 0 0 0 0 0 0 0
XLOC_013817 0 0 0 0 0.0307749 0 0
XLOC_013818 25.3373 37.1423 53.8324 31.1276 27.7644 21.7253 3.45874
XLOC_013819 20.6583 19.7856 15.4274 14.4034 13.8716 23.0521 29.0822
XLOC_013820 568.105 384.775 308.639 327.804 260.028 193.829 153.105
XLOC_013821 0.284947 0.253849 0.0608296 0.114162 0.0576598 0.477895 0.37931
XLOC_013822 9.88315 7.43935 3.37791 2.85809 2.8473 3.81433 4.87849
XLOC_013823 0.10866 0.378675 0.0510787 0.0125207 0.0121691 0.0227373 0.386936
XLOC_013824 8.02944 11.9123 69.1167 115.574 148.48 167.407 76.1
XLOC_013825 6.71829 3.4868 0.781866 3.08744 0.986981 2.32434 0.720933
XLOC_013826 6.534 8.89231 12.0812 11.5838 9.10828 5.79848 3.55313
XLOC_013827 0 0 0 0 0 0 0
XLOC_013828 164.034 115.69 27.9506 21.5936 23.1269 29.9583 30.2221
XLOC_013829 14.9742 15.8084 16.851 13.8737 15.2411 14.2896 16.4146
XLOC_013830 142.034 123.949 84.0016 64.9122 48.0364 34.7294 19.2054
XLOC_013831 0 0 0 0 0 0 0
XLOC_013832 7.63595 9.84842 14.1476 17.3243 23.2658 38.2633 50.87
XLOC_013833 1.20917 1.24198 1.31257 1.58259 2.90483 5.23501 8.84659
XLOC_013834 2.09746 1.9975 2.5466 3.61845 4.58948 5.56488 3.87309
XLOC_013835 11.5538 8.85422 9.50773 14.188 24.8411 71.6985 130.492
XLOC_013836 39.3367 25.2044 8.9891 7.52918 7.90747 16.6199 24.0846
XLOC_013837 4.66043 3.97888 2.89558 3.07094 3.71417 4.26312 7.42444
XLOC_013838 14.7894 13.9055 12.9996 12.3414 13.9176 17.1502 21.1501
XLOC_013839 30.0162 21.6052 13.6427 10.0914 8.37431 9.32309 9.30448
XLOC_013840 2.76066 3.62165 1.43753 1.802 1.93945 0.653989 0.285924
XLOC_013841 9.81396 10.4833 3.97105 3.01099 2.71342 1.49555 4.64999
XLOC_013842 79.1428 88.7254 135.101 114.121 108.586 110.334 89.4206
XLOC_013843 6.41293 9.1278 13.545 10.3246 5.41796 0.861689 0.372194
XLOC_013844 18.234 15.8422 21.3018 42.5495 46.6665 48.8888 30.2451
XLOC_013845 8.77115 7.74341 9.80762 9.15881 7.43849 2.17836 0.465705
XLOC_013846 12.6149 7.5107 3.65564 5.63307 7.39202 10.8613 12.3204
XLOC_013847 31.964 32.4711 48.8216 71.7419 90.2649 147.075 120.943
XLOC_013848 30.875 18.1601 5.53494 6.18292 9.45855 20.7859 33.5779
XLOC_013849 11.9493 13.0017 13.9777 21.1356 29.3915 38.8405 44.2541
XLOC_013850 16.5216 18.1353 18.0302 17.8537 20.5768 22.7292 28.9954
XLOC_013851 8.58718 7.60107 8.46112 7.88417 6.00656 3.85265 2.76198
XLOC_013852 11.9737 13.6114 15.4674 14.5362 12.6645 10.2809 13.5413
XLOC_013853 0.172445 0.0311272 0.0298098 0.0139941 0.00831288 0 0.0125333
XLOC_013854 56.4838 50.7212 42.5641 29.5434 25.47 19.937 14.1121
XLOC_013855 0.00444809 0 0.00559891 0.050688 0 0.0437617 0.0851709
XLOC_013856 2.215 2.77268 4.27042 4.8031 4.98063 6.30051 9.72489
XLOC_013857 8.01946 6.85786 6.73376 8.26659 8.74872 12.2772 7.17235
XLOC_013858 19.368 19.5435 24.7299 21.112 16.9688 12.6789 10.8837
XLOC_013859 0.464002 0.522593 1.04449 1.18764 1.20154 0.353163 0.049966
XLOC_013860 0.00618312 0 0.0131292 0.165522 0.0198747 0 0
XLOC_013861 1.82622 1.04607 0.309379 0.0581714 0.122496 0.0968473 0.0789812
XLOC_013862 27.7129 24.1904 6.88671 5.62526 8.97207 23.499 36.5986
XLOC_013863 107.062 71.242 9.21714 4.89986 8.32856 12.4945 4.5792
XLOC_013864 18639.5 17792.4 23227.4 0 16844.5 7496.31 2604.54
XLOC_013865 10.2031 10.6099 11.3461 8.90864 7.18734 5.82689 5.25823
XLOC_013866 0.0135152 0.0468985 0.140185 0 0 0 0.0648393
XLOC_013867 11.0212 12.4033 16.7311 11.6823 5.61659 0.772312 0.0691146
XLOC_013868 14.9361 16.0813 15.1365 12.9088 9.28463 4.88636 4.7138
XLOC_013869 42.6901 55.7935 72.0929 76.176 71.4578 92.116 76.8202
XLOC_013870 0 0 0 0 0 0 0
XLOC_013871 0.0647834 0.0479506 0.00739161 0.00793239 0 0.0928184 0.286261
XLOC_013872 7.0817 8.62058 13.3931 13.5155 10.6621 9.03759 3.01784
XLOC_013873 22.4747 24.8365 29.886 23.4824 15.6496 4.2665 0.42371
XLOC_013874 114.689 125.447 155.566 156.117 153.776 289.148 330.471
XLOC_013875 0 0.0260988 0.03897 0.189086 0.23119 1.21413 4.01906
XLOC_013876 18.6523 14.1025 14.5024 18.1126 18.7189 19.8257 21.375
XLOC_013877 1.14951 1.11151 0.852577 0.793795 1.03714 1.31299 1.26615
XLOC_013878 8.93764 7.50851 5.17107 3.62326 3.09996 1.76459 1.0322
XLOC_013879 9.8742 7.60038 6.94334 4.03855 4.66128 2.91643 2.95454
XLOC_013880 22.5453 20.9297 3.90732 2.33932 1.34345 0.452548 0.0734719
XLOC_013881 20.927 22.9285 25.6662 24.3519 28.1938 22.9097 12.6271
XLOC_013882 236.049 385 115.62 26.5773 14.3571 9.8724 8.14633
XLOC_013883 7.82948 6.13212 1.17314 1.3457 1.65557 2.56938 3.25008
XLOC_013884 5.89355 4.69983 2.54966 2.65137 4.0162 5.49631 5.87207
XLOC_013885 1.22339 2.04567 7.08268 7.0808 8.2563 14.9464 14.2261
XLOC_013886 7.46143 7.51549 8.79482 9.32921 6.65257 7.12548 5.05583
XLOC_013887 5.41689 5.39289 2.04723 2.37636 1.42105 0.727352 2.49691
XLOC_013888 0.393886 0.467974 0.855708 1.65208 2.39454 3.99624 2.7811
XLOC_013889 0 0.0104784 0 0 0 0 0
XLOC_013890 2.59052 3.91935 6.5504 9.53794 9.72912 15.4225 16.2458
XLOC_013891 38.5602 37.6451 31.8524 10.4601 3.05587 0.623413 0.264988
XLOC_013892 16.7305 18.6981 11.6499 6.17871 3.79096 2.6416 3.5984
XLOC_013893 12.8517 13.4989 13.754 13.1667 10.3437 8.63556 6.08469
XLOC_013894 0.00739238 0 0 0 0 0 0.0172092
XLOC_013895 11.9669 11.769 4.75128 2.56736 2.32518 1.70708 2.5827
XLOC_013896 0 0 0 0 0 0 0
XLOC_013897 13.6498 15.5334 14.7667 13.9283 12.1571 14.3142 16.4243
XLOC_013898 3.747 4.97155 4.39605 5.33393 3.85942 3.27317 3.01238
XLOC_013899 18.2968 18.4955 8.71626 9.27903 11.0718 19.0723 13.7982
XLOC_013900 0 0 0 0 0 0 0
XLOC_013901 0 0 0 0 0 0 0
XLOC_013902 30.9184 33.9455 30.8075 22.8202 16.3996 11.3627 7.56041
XLOC_013903 14.2292 10.1488 6.57077 8.41927 11.2416 73.31 171.426
XLOC_013904 3.64911 3.50962 3.77147 3.74449 4.03846 4.28883 5.25431
XLOC_013905 4.02852 4.00206 3.85526 4.70878 5.39379 7.05026 7.90454
XLOC_013906 0 0 0 0 0 0 0
XLOC_013907 4.52949 4.09407 0.494201 0.277137 0.188933 0.617759 1.53567
XLOC_013908 0 0.00211436 0 0 0 0 0
XLOC_013909 0.0787763 0.0335808 0.0216383 0.0729815 0.121699 0.102128 0.115004
XLOC_013910 946.411 617.344 398.843 338.869 292.753 121.179 121.581
XLOC_013911 0 0 0 0 0 0 0
XLOC_013912 0 0.0124311 0 0.00708585 0 0.0125763 0
XLOC_013913 0.321527 0.194626 0.0292125 0.0461014 0.0345445 0.0276313 0
XLOC_013914 0.0642595 0.14249 0.488065 0.98665 0.796356 0.689017 0.152727
XLOC_013915 18.9293 17.9576 20.5718 22.2549 18.3079 17.3586 9.48599
XLOC_013916 0 0 0 0 0 0 0
XLOC_013917 0.0374652 0.0348072 0.123012 0.457022 0.738645 0.837003 0.713639
XLOC_013918 3.01553 3.45191 19.5318 26.1883 34.2944 41.0403 55.0207
XLOC_013919 468.623 327.057 166.882 137.852 128.916 81.2548 91.0235
XLOC_013920 0.0326069 0 0.0108371 0 0 0 0.0225639
XLOC_013921 6.1908 6.40931 5.52835 7.0288 6.26443 3.87211 1.89498
XLOC_013922 6.82202 5.74343 4.65942 4.78987 5.40723 7.04537 9.74503
XLOC_013923 6.97653 8.45929 20.5674 22.7992 18.9759 13.1423 7.93533
XLOC_013924 7.39733 8.63398 7.73169 4.03122 1.78992 0.123366 0.0506409
XLOC_013925 57.4731 57.9451 53.7354 45.6906 47.0879 57.6455 58.7626
XLOC_013926 10.7221 7.39939 4.78912 4.66968 3.75116 1.81305 1.34263
XLOC_013927 136.91 138.733 146.29 108.452 59.1162 8.37693 2.30537
XLOC_013928 0.712587 0.407915 0.300182 1.04209 1.33635 3.48851 5.62463
XLOC_013929 132.323 126.012 119.638 95.8103 82.2764 108.088 120.147
XLOC_013930 234.597 192.498 149.168 107.964 88.748 67.2927 42.3874
XLOC_013931 6.29148 6.4432 7.09951 6.9893 7.31493 6.49193 7.26371
XLOC_013932 25.6628 18.1779 13.5735 13.0017 14.8535 22.5449 23.2634
XLOC_013933 40.7297 30.7936 17.7638 11.6613 11.8859 13.2816 13.5207
XLOC_013934 0.0522912 0 0 0 0 0 0
XLOC_013935 0.0165668 0.0112812 0 0.0312872 0 0 0
XLOC_013936 0 0 0 0 0 0 0
XLOC_013937 10.6083 11.8939 15.6278 14.0915 14.2623 19.573 20.4625
XLOC_013938 0 0 0 0 0 0 0
XLOC_013939 62.5026 70.3225 101.381 89.0124 68.8083 61.2813 54.5033
XLOC_013940 0.0581429 0.0357726 0 0 0 0 0
XLOC_013941 0.0374412 0 0 0.0273995 0 0.196756 1.97063
XLOC_013942 0 0 0 0 0 0 0
XLOC_013943 0 0 0 0 0 0 0
XLOC_013944 11.8243 20.6905 14.7942 6.23926 2.46338 1.49576 1.58412
XLOC_013945 1.59108 1.2763 0.465228 0.339328 0.380615 0.318223 0.505289
XLOC_013946 5.31822 3.28432 1.23552 1.53698 1.44372 1.90141 1.06822
XLOC_013947 0 0 0 0 0 0 0
XLOC_013948 0.0773203 0.0170357 0 0 0 0 0
XLOC_013949 0.287345 0.259137 0.105393 0 0.131027 0.0273732 0
XLOC_013950 10.4555 8.50279 4.61535 3.93574 3.8864 3.49155 3.7839
XLOC_013951 5.35528 18.9909 13.7958 0.598957 0.140808 0.356997 0.0311593
XLOC_013952 6.89557 5.27059 1.06655 0.583336 0.251077 0.0632157 0.162964
XLOC_013953 22.1868 34.6271 66.2371 59.1464 44.0392 16.4398 7.76143
XLOC_013954 24.639 18.8095 15.8342 12.9588 15.0588 17.2243 24.0503
XLOC_013955 0 0 0 0 0 0 0
XLOC_013956 0.00853695 0 0 0 0 0 0
XLOC_013957 0.0221805 0 0.0206192 0.081862 0.0582335 0 0.0413243
XLOC_013958 4.88282 5.32617 3.22942 2.02325 4.42594 21.5718 31.4503
XLOC_013959 7.24497 7.58413 1.06521 0.258424 0.0731642 0 0
XLOC_013960 18.6829 18.4869 15.4327 15.8577 13.461 14.7868 16.6128
XLOC_013961 8.0234 48.243 135.574 125.1 60.0292 30.7842 27.5953
XLOC_013962 12.9676 17.635 12.2185 14.9317 32.3634 82.4195 120.635
XLOC_013963 4.07758 4.04433 4.63596 6.07055 9.3333 17.943 16.4851
XLOC_013964 7.92105 6.88791 6.56234 6.83438 6.19216 8.00963 9.68193
XLOC_013965 10.5959 17.01 45.9684 54.5387 53.3806 45.1174 43.8884
XLOC_013966 3.03153 3.10113 4.09473 2.50803 1.96958 0.618286 0.500212
XLOC_013967 0.263047 0.153396 1.1056 20.7351 79.5544 272.007 346.221
XLOC_013968 0.019601 0.0418007 0 0 0 0 0
XLOC_013969 0.00571291 0 0 0 0.0134192 0 0
XLOC_013970 17.0619 16.0995 15.3754 17.3193 15.6024 18.6828 20.5717
XLOC_013971 18.6518 18.0539 19.4227 20.4259 20.6159 28.3885 36.2997
XLOC_013972 4.43291 4.35233 1.95484 1.79325 1.17054 1.30778 4.82553
XLOC_013973 0 0 0 0 0 0 0
XLOC_013974 12.6424 8.24544 3.00093 4.12993 6.06911 11.5932 10.5919
XLOC_013975 8.12748 7.92766 9.50301 9.15601 7.00066 4.80634 3.44188
XLOC_013976 0.0758593 0.00591401 0.00845545 0.0874414 0.427094 0.802931 0.488003
XLOC_013977 0.223578 0.27094 1.51223 12.4145 23.6048 39.3683 16.2544
XLOC_013978 6.59397 5.80134 6.61796 6.66006 6.60673 8.75568 11.4327
XLOC_013979 0.023309 0.0210267 0.00736385 0 0 0 0
XLOC_013980 222.032 123.406 58.0954 53.9372 50.0969 49.9933 48.2456
XLOC_013981 0 0.00348739 0 0 0 0.0136971 0
XLOC_013982 0 0 0 0 0 0 0
XLOC_013983 0 0 0 0 0 0 0
XLOC_013984 8.67888 14.8155 23.977 19.6406 12.9119 8.02081 6.41357
XLOC_013985 1.54985 0.563501 0 0 0.0475616 0 0
