WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7
XLOC_001657 2.17092 3.28348 5.35091 5.82403 5.46598 3.50851 1.59058
XLOC_001661 0 0.0201334 0.114023 0.0754941 0.143999 0.209973 0.0502706
XLOC_005770 0.016139 0.0137183 0.108521 0.261855 0.284754 0.148797 0
XLOC_001662 0.108161 0.0194297 0 0 0.0224696 0 0
XLOC_001666 0.0843058 0.0295059 0 0 0 0.00996705 0.0436374
XLOC_005781 1.16412 0.815551 0.560055 1.37545 2.37929 5.07827 7.38221
XLOC_001691 160.132 318.691 298.537 127.955 36.4192 2.65945 0.246066
XLOC_005810 17.1495 15.136 11.8531 12.4004 11.1158 9.56958 8.00694
XLOC_001710 16.5778 16.6998 14.974 25.3054 51.9996 101.53 118.486
XLOC_001721 4.56903 31.2621 121.28 236.115 549.776 2399.05 3535.83
XLOC_001725 36.2975 14.7095 2.21728 1.75869 1.18716 0.529266 0.449675
XLOC_005826 1.92182 2.2668 1.27443 2.36791 2.74955 0.75972 1.08089
XLOC_005833 1.36613 2.41351 0.309235 0.0748456 0.0431418 0.0384175 0
XLOC_005837 12.4066 22.0753 27.475 18.6605 17.4936 3.55596 0.512605
XLOC_005841 16.8159 12.1957 3.4515 1.45237 0.568555 0.00890303 0
XLOC_005846 6.25633 6.73671 11.6202 11.458 12.3525 16.921 15.3026
XLOC_005850 0.97458 3.91888 16.2017 17.982 15.6157 3.80214 0.140797
XLOC_001782 0.187556 0.204395 0.0344163 0.0102175 0 0 0
XLOC_001783 0.0971983 0.168248 0.0378344 0.157591 0.0982688 0.0322414 0
XLOC_005878 14.4754 19.7107 27.4318 23.137 17.5773 8.47423 3.3782
XLOC_005895 415.666 276.024 142.495 110.116 108.765 57.8263 40.6618
XLOC_001852 14.7178 18.9595 15.8687 13.8697 14.7916 11.5344 4.18552
XLOC_001881 0.864087 0.929634 3.82772 7.1648 7.28817 0.849316 0.374818
XLOC_001885 22.8714 37.1998 121.052 212.327 264.017 278.128 117.371
XLOC_001908 5.46757 7.77137 12.0134 9.74321 7.22612 1.15016 0.188405
XLOC_005982 3.90734 6.54536 6.65561 3.19622 0.797437 0.191099 0.223186
XLOC_001923 12.4462 13.1575 10.9982 8.34891 6.03062 2.94144 3.35202
XLOC_005994 0 0.00239604 0.0392884 0 0 0 0
XLOC_006009 1.62945 2.0979 4.95804 13.9152 26.4766 37.1367 23.0421
XLOC_006207 20.569 28.7667 51.4116 41.7001 35.1667 31.2669 29.9583
XLOC_006262 0.796108 0.514846 0.186471 0.210931 0.31462 0.751539 0.836661
XLOC_006284 0.059714 0.10169 0.0713334 1.18377 2.69903 22.7627 28.7533
XLOC_002256 7.25417 5.27768 2.61204 3.32286 4.09147 6.13146 5.38362
XLOC_002300 0 0 0 0 0.00310696 0 0
XLOC_006328 0.0300351 0.272553 0.384167 0.0292606 0 0 0
XLOC_002302 4.66907 10.498 38.3953 57.6097 82.0675 130.75 151.142
XLOC_002335 0.369804 0.206124 0.0280652 0 0.103302 0.356989 0.96899
XLOC_006351 426.543 1962.58 12071.7 15322.1 14132 11706.6 4388.25
XLOC_002337 13.2331 20.3822 56.2059 61.5245 78.2197 66.7101 47.8847
XLOC_002340 11.7664 9.98423 10.2527 10.932 14.3599 15.5105 15.9334
XLOC_006377 0.0192579 0.00803535 0.0394415 0.62378 1.6783 11.3618 12.8294
XLOC_002369 5.28916 2.06223 0.0731132 0.00998944 0 0 0
XLOC_002374 1.30891 65.6044 1615.65 3063.76 4225.3 9120.34 7879.04
XLOC_002396 25.1738 83.1403 396.611 371.629 365.058 354.899 209.737
XLOC_002401 5.29386 12.1437 26.406 22.2029 21.2932 17.4462 13.4884
XLOC_002414 0.00372997 0.0449555 2.07467 4.06763 3.29873 0.219082 0.0238332
XLOC_002417 2.60606 3.00755 5.60686 5.78535 4.97693 2.98318 1.67348
XLOC_002424 42.771 127.638 336.676 355.421 308.933 398.548 252.843
XLOC_006437 0.371344 0.474305 1.84659 2.87617 1.92449 2.07091 1.43136
XLOC_002438 0.0749489 0.0827418 0 0 0.0184 0.0297668 0
XLOC_002448 0.00897004 0 0 0 0 0 0
XLOC_002458 96.9145 89.8934 115.557 122.973 116.278 108.596 53.644
XLOC_006458 0 0 0 0 0 0 0.0231791
XLOC_006465 8.75447 7.80315 1.7697 1.52433 3.26742 10.8693 25.3674
XLOC_006472 18.613 26.2933 46.2558 38.5829 32.2483 6.31798 0.254508
XLOC_006474 3.26259 2.96164 2.97782 2.5906 2.85097 5.58597 5.03059
XLOC_006491 93.9029 105.127 144.491 120.433 73.1664 15.2779 2.40259
XLOC_006499 7.682 7.23225 6.18361 7.18473 9.99242 21.5236 39.7786
XLOC_002546 2.23263 1.46035 1.27306 1.62357 1.60169 1.03439 0.408048
XLOC_006559 0.170397 0.224104 0.0895188 0.0516491 0.0437097 0.0503493 0.0340823
XLOC_006560 0.00274674 0.00390324 0.00526457 0 0 0 0
XLOC_002565 1.57408 1.97763 2.93562 2.65984 2.70048 2.01643 2.19086
XLOC_006564 10.059 9.90824 6.96984 6.6268 7.20357 7.77702 8.46143
XLOC_006570 43.5153 37.9802 32.6606 29.5546 34.247 50.5026 69.2009
XLOC_002594 1.96692 3.16106 9.5531 11.9772 12.2176 10.6966 9.15423
XLOC_006617 985.923 549.788 205.454 186.244 191.507 113.717 115.273
XLOC_006621 0.507651 0.358923 0.0310444 0 0 0 0
XLOC_006629 1.36527 1.94584 11.1377 13.7943 7.62399 4.86472 2.94403
XLOC_006649 0.25597 0.397995 1.63689 3.9104 9.76666 15.5886 19.8073
XLOC_002652 0 0.0377779 0 0 0 0 0
XLOC_006665 2.28804 3.27904 5.40883 4.96647 3.17342 1.9428 0.922616
XLOC_002664 7.89446 14.567 20.3549 17.0212 11.933 6.12668 2.81914
XLOC_002672 2.42065 2.29594 2.32524 1.94194 1.34884 0.423979 0.184347
XLOC_002673 15.5866 16.5196 25.372 30.0282 33.6244 38.759 48.8444
XLOC_006699 2.86852 3.21715 88.6567 136.674 130.497 50.0004 2.4373
XLOC_002689 3.8845 3.09904 1.79721 0.970315 0.660887 0.277978 0.0146098
XLOC_002716 6.03421 9.3364 14.7016 15.8606 17.2958 25.8923 76.3424
XLOC_006723 36.965 27.0222 21.8256 16.8495 10.4214 7.1389 1.66982
XLOC_002720 4.47162 4.70006 9.83902 16.2399 20.4718 33.1346 40.0955
XLOC_006729 18.9675 23.237 29.4637 27.5874 28.6381 34.0494 26.402
XLOC_002728 34.1997 44.8926 57.4579 42.0126 34.0525 23.6835 21.1559
XLOC_002728 34.1997 44.8926 57.4579 42.0126 34.0525 23.6835 21.1559
XLOC_002744 4.53424 9.51998 26.3513 25.1405 20.0981 6.64583 3.38206
XLOC_002745 0.586258 2.45778 19.3678 43.4948 59.4643 56.1807 12.8465
XLOC_006757 16.531 17.437 20.7557 17.7733 14.6753 6.85415 0.819967
XLOC_006758 12.8894 145.041 1153.35 2182.34 2133.16 2205.01 1526.16
XLOC_002753 0 0.0239793 1.62992 72.5886 835.204 8579.19 12753
XLOC_006769 6.42394 7.97081 28.4077 41.1492 48.42 67.2138 70.3786
XLOC_002784 6.87615 7.99771 11.3648 12.5061 13.4702 16.719 20.482
XLOC_002787 25.2071 26.9796 27.0139 27.1959 33.0706 48.735 60.498
XLOC_006782 15.8449 20.7544 24.1516 21.4005 19.7416 11.1134 3.46927
XLOC_006783 63.0658 116.839 375.517 367.947 167.828 8.88841 0.37824
XLOC_006791 0 0 0.0419747 0.349777 0.680081 1.42653 1.85446
XLOC_002794 56.2915 73.304 45.7208 25.6196 19.7781 9.00991 2.63507
XLOC_002798 2.45262 3.67 12.4427 12.3339 9.3474 3.40934 0.314188
XLOC_002805 0.269184 0.0717017 0.0140565 0 0 0 0
XLOC_006812 6.6625 9.72275 10.3918 7.41986 3.87362 1.17151 0.398805
XLOC_006813 6.6288 6.96838 7.8823 6.33546 7.94921 6.52512 6.4431
XLOC_002808 14.7068 15.6214 16.8147 9.38333 7.12459 3.58862 5.69338
XLOC_006819 4.15685 4.30564 5.66372 5.0791 6.00912 6.51322 6.97236
XLOC_002809 16.5564 21.3856 33.7148 31.3955 31.548 28.588 16.0804
XLOC_006820 4.25124 4.94002 9.23473 10.2507 10.9032 9.22941 10.608
XLOC_002816 0.823808 0.842732 0.711435 0.898708 1.24691 2.22933 3.60717
XLOC_002821 15.0035 16.484 31.7844 25.6582 10.1988 0.768832 0.125433
XLOC_006829 0.0217284 0.00352758 0 0 0 0 0
XLOC_006838 4.04564 5.38405 9.7398 12.7573 14.7275 13.3468 9.38181
XLOC_002825 0 0 0 0 0.0354722 0.178647 0.0936381
XLOC_006840 6.90071 8.04373 6.59605 6.72341 7.08939 6.47824 6.48408
XLOC_002829 99.2804 68.8167 18.2405 16.8148 23.4533 30.437 58.3809
XLOC_002830 17.9784 15.1902 8.91381 4.16162 1.80514 0.0849952 0.0342401
XLOC_002831 54.8348 127.674 235.275 193.126 180.344 110.018 111.779
XLOC_006850 189.513 198.582 221.428 119.809 77.5647 20.3411 8.60815
XLOC_006851 235.903 209.92 228.234 94.09 59.9926 22.518 6.10243
XLOC_002845 6.11271 8.14591 6.38111 4.42492 2.84307 1.95605 2.35761
XLOC_006911 6.83731 9.79192 14.4512 17.7397 18.5235 12.9916 9.68339
XLOC_003005 8.88498 9.21582 8.6435 4.48373 2.06182 0.404268 0.242858
XLOC_006968 14.5043 7.55428 1.20631 1.36821 1.15162 3.34465 9.14128
XLOC_006998 1.71715 2.34659 4.90375 7.46799 8.46742 11.3634 10.2031
XLOC_007022 24.8759 38.9774 29.6064 16.5045 9.96238 11.2092 15.3825
XLOC_003074 0.00964014 0.00275739 0 0 0 0.0337648 0
XLOC_003086 7.68393 11.0721 16.0783 12.3933 10.9769 14.2198 13.7033
XLOC_007058 0.0253457 0 0 0 0 0 0
XLOC_007074 0.0627887 0 0 0.282839 0.204713 0.115784 0.446038
XLOC_007092 2.75456 3.174 4.84754 5.01963 2.77536 3.75091 6.09287
XLOC_007125 82.9932 228.642 1191.78 1398.13 1256.7 764.952 165.183
XLOC_007133 69.6896 46.389 13.3588 13.0949 16.7867 26.5033 34.853
XLOC_003150 114.976 607.895 2325.26 1898.82 695.201 23.3087 1.45598
XLOC_003181 1.07591 0.307001 0.256783 0.654534 0.178617 0 0
XLOC_003182 54.4945 42.509 42.7918 37.1865 35.3953 36.6787 34.4599
XLOC_003191 22.5196 24.2486 27.3511 27.5931 24.4327 17.0085 7.25456
XLOC_003203 0.756512 0.915082 0.609211 1.00742 1.60358 3.02503 4.81123
XLOC_003276 9.10363 10.5862 9.67437 10.3751 16.6347 30.8909 22.5935
XLOC_007275 139.581 347.165 868.711 1187.34 1221.59 1411.67 812.437
XLOC_003303 10.8041 15.216 11.1395 3.77062 1.33655 0.803423 0.58273
XLOC_007398 3390.53 4832.79 2995.89 1187.68 469.176 32.8322 6.75542
XLOC_003404 134.443 195.227 351.316 511.933 569.484 391.758 75.0706
XLOC_003437 1.98254 3.12976 6.96698 7.98041 6.84496 2.77225 1.55848
XLOC_007439 330.946 494.996 207.139 108.692 43.7742 2.37458 0.309748
XLOC_003443 44.9213 71.9983 35.1743 32.5227 25.2665 40.1622 46.2661
XLOC_003468 0.98912 1.59336 0.494496 0 0.010463 0.565737 2.70616
XLOC_007477 2.27764 6.03423 42.3653 62.7529 49.3154 15.8226 1.79995
XLOC_003485 22.7748 39.4241 75.6668 56.9675 19.7395 1.3645 0
XLOC_007479 0.0393559 0.25073 0 0 0.0122616 0 0
XLOC_003518 15.3183 13.9218 8.17239 5.9243 5.95619 18.8764 51.8531
XLOC_003524 0.917038 2.7819 3.24316 1.66101 1.48214 0.759287 0.0956505
XLOC_007551 11.2119 17.4323 36.8362 42.0849 65.4372 162.098 164.261
XLOC_007556 0.480203 1.3404 5.42763 4.1727 5.07679 3.01539 1.05501
XLOC_007557 0.0660699 0.0573763 0.0933836 0.331844 0.733182 5.91146 35.8601
XLOC_003589 0.260874 0.019418 0 0 0 0 0
XLOC_007591 0.510341 1.52505 6.14169 14.6058 18.2155 16.2559 15.6941
XLOC_003597 2.60939 2.19487 1.11012 0.252165 0.230925 0.303776 0.670531
XLOC_003600 4.34836 5.11002 6.80034 5.98602 6.14418 3.41605 0.473175
XLOC_003605 3.65326 3.81298 5.01745 5.70427 7.88262 17.3311 29.9647
XLOC_003608 18.3655 15.7919 16.9813 16.733 13.991 10.5829 8.9131
XLOC_007599 127.373 70.9118 3.55677 0.575761 0.165483 0.101175 0
XLOC_003617 10.4846 13.1235 37.1454 129.647 168.339 261.041 220.272
XLOC_003630 26.0094 15.8153 3.19351 2.69344 2.20204 1.71429 2.17687
XLOC_003684 0.155757 1.42559 19.2872 81.0509 188.543 777.439 1341.71
XLOC_003687 0 0.00267166 0 0 0 0 0
XLOC_007665 8.22732 10.1199 14.784 13.243 11.957 9.15026 8.98758
XLOC_007679 1.30532 1.07193 0.227353 0.260569 0.0498034 0.160812 0.416511
XLOC_003707 0 0 0.904736 23.4919 80.2272 147.253 26.504
XLOC_003710 0.204639 0.191116 0.936774 0.539314 0.204782 0 0
XLOC_003719 1.55106 1.85421 2.38789 1.43522 0.839435 0.617367 0.410406
XLOC_003721 9.9515 11.6348 8.75213 6.27914 7.57228 13.8406 19.2535
XLOC_007702 0.184392 0.273283 7.08548 21.2734 37.1833 155.06 38.9613
XLOC_007703 6.04445 8.61681 10.9195 9.11404 6.9697 4.67928 12.3362
XLOC_007707 0.207974 1.14872 1.56259 1.17992 0.656941 0.321908 0.757081
XLOC_003743 0.278611 5.42636 1003.54 2477.83 3438.24 7622.41 5951.07
XLOC_003749 24.7574 26.626 36.7128 31.7843 31.1279 19.6948 8.19132
XLOC_003751 1.46443 2.88492 2.88746 1.46436 0.987884 0.790147 1.52557
XLOC_007738 10.643 23.6124 39.8644 48.2499 71.5326 55.2384 7.15302
XLOC_003772 89.8072 86.706 19.9029 13.0158 14.2457 32.1065 81.4845
XLOC_007753 11.9122 17.5939 40.6691 41.7481 37.2235 26.5778 16.0222
XLOC_007755 0.5097 0.197306 0.0688515 0.120333 0.0151616 0.0337326 0.0150058
XLOC_003799 0.472637 0.354265 0.129962 0.0523839 0.0239012 0 0
XLOC_003804 17.029 18.106 27.3277 28.6784 22.7603 7.47987 1.12841
XLOC_003812 0.298003 4.45281 79.3235 74.4212 50.5717 10.0836 0.335008
XLOC_007798 14.9983 19.9706 30.5885 25.5107 11.1759 3.84868 3.59682
XLOC_007806 22.8003 31.0559 45.5671 48.0386 47.9534 42.2694 25.5574
XLOC_003850 10.277 10.4856 19.3804 25.9081 29.1931 37.3711 32.2242
XLOC_007827 3.1979 3.31659 11.2693 19.3519 16.1088 17.3683 6.46646
XLOC_007830 17.9563 16.2412 16.335 19.2962 21.5812 26.4547 24.8989
XLOC_003858 16.7605 23.1042 26.0017 19.1919 13.2028 21.054 6.43805
XLOC_003871 0 0 0 20.0237 10.7583 2076.92 55210.4
XLOC_007886 50.2001 82.547 107.728 67.8959 30.441 1.49098 0.306861
XLOC_007894 34.9803 45.4103 83.0816 103.072 104.288 78.6344 15.8425
XLOC_007914 7.4261 8.47587 13.8402 17.3693 23.4216 27.2598 26.0596
XLOC_003956 0.954512 1.63582 9.773 25.4369 44.0512 227.859 320.852
XLOC_007948 2.77365 2.79196 2.14568 1.669 1.70373 1.88908 2.95781
XLOC_003965 20.0986 13.9863 6.76117 6.6296 6.05298 5.00477 3.34275
XLOC_007950 0 0.00887692 0.0288874 0.0513933 0 0 0
XLOC_004005 0.0147457 0.0153413 0.381566 1.41599 1.19223 0.476339 0.140167
XLOC_007981 0.107018 0.019683 0.0801204 0.115197 0.0532011 0.0143901 0.0154637
XLOC_007987 520.239 815.88 633.877 185.142 47.6624 4.93843 1.12128
XLOC_004017 0.069658 0.0212793 0 0 0 0 0
XLOC_004018 0.389631 4.99758 113.429 138.77 141.806 56.0976 3.43172
XLOC_007995 8.71932 11.1832 11.5484 13.7784 11.9438 9.99062 14.3612
XLOC_004025 0.995327 0.756886 0.224865 0.331956 0.163685 0.0192727 0
XLOC_004027 8.79796 9.46856 9.42312 8.59582 10.5111 7.79036 4.04304
XLOC_004041 20.7776 20.2732 32.8876 33.37 19.771 2.58353 0.0428532
XLOC_004060 0.0125515 0.00372641 0.00536094 0 0 0 0
XLOC_004061 3.66693 3.84916 2.1343 2.14157 1.27752 0.510449 0.303796
XLOC_004063 10.6288 14.456 22.4298 17.2526 15.1479 6.96772 3.04305
XLOC_008053 107.917 78.1746 19.0802 10.2255 8.87672 17.7963 22.5394
XLOC_008062 25.6003 22.456 14.9265 20.7917 30.366 37.2765 18.0598
XLOC_008065 0.191029 0.0765703 0.528981 1.37379 1.97655 0.660775 0.453557
XLOC_004088 10.0966 18.7919 81.3341 110.593 157.287 199.546 144.602
XLOC_008084 1.00405 3.38651 5.70638 3.95865 1.98596 0.397048 0.230535
XLOC_008085 1.70055 0.946089 0.137533 0 0.0923001 0 0
XLOC_008095 9.62846 8.86614 8.77565 7.86819 7.99113 6.55762 4.7876
XLOC_004103 18.2267 16.8151 13.8058 22.3602 34.0696 38.7638 26.1912
XLOC_004106 0.155302 0.0947181 0.0727425 0.0103987 0.0498705 0.0303705 0.0565725
XLOC_008104 13.8865 19.0561 43.6221 30.6119 15.1413 5.24006 1.29331
XLOC_004111 32.1487 20.1927 8.71717 8.42095 11.1347 13.4984 23.7599
XLOC_004112 0.40188 0.176294 0.202884 0.340276 0.104978 0 0
XLOC_004132 23.7605 34.8251 79.9677 101.216 119.442 119.459 79.525
XLOC_010871 0.739942 0.509075 0.618182 0.540504 0 0 0
XLOC_008185 6.19718 7.90895 19.1836 26.7503 26.2707 23.436 15.7615
XLOC_010908 20.3108 19.6107 14.7704 10.1297 7.46652 5.13217 14.285
XLOC_008281 0.0178106 0.123652 0.34896 0.569287 5.14017 206.119 422.182
XLOC_011018 2.63096 5.2831 12.4353 13.2707 11.6972 8.8211 7.30365
XLOC_008398 9.22962 11.8384 17.3684 17.1199 12.6372 2.80352 0.571688
XLOC_011539 17.4331 24.7613 13.2652 3.17235 1.28212 0.0691023 0
XLOC_008956 328.466 303.391 149.278 92.0753 36.4888 1.38442 0.320615
XLOC_008963 1.69255 34.7928 1940.02 4782.91 6025.58 9955.63 7097.68
XLOC_009051 14.8951 16.2903 20.6631 18.8401 15.0333 6.56526 3.03501
XLOC_009062 2.67705 3.30579 6.04455 5.36355 3.1958 0.916976 0.123851
XLOC_011723 0.383703 0.198216 0.0741012 0.0387209 0.0495917 0.017293 0.00762283
XLOC_009074 0.161557 0.108267 0.10735 6.04802 23.4575 65.7333 70.5573
XLOC_009083 4.24909 4.73718 5.70397 5.86436 5.96163 8.47742 10.2321
XLOC_009097 7.47688 2.63561 0.290421 0.248812 0.0674803 0.0249162 0.0637523
XLOC_009102 384.308 240.488 147.515 137.236 159.951 119.137 113.834
XLOC_009113 6.22938 10.0643 22.2642 26.3 24.2475 15.8422 15.5242
XLOC_009131 14.2426 17.3413 22.3912 20.4648 19.7233 20.1419 15.206
XLOC_011784 3.59368 6.65855 7.25592 6.57095 4.46156 2.82641 0.654019
XLOC_011787 2.73445 3.00573 5.29182 6.63712 7.34444 7.96698 9.7534
XLOC_009163 2.35147 3.38421 5.83665 11.1323 15.8906 147.269 287.554
XLOC_011815 0.167407 0.165953 0.0126893 0 0.0383279 0.023421 0.0095573
XLOC_011819 31.2624 28.6762 17.9164 21.8765 24.5826 45.2253 53.3864
XLOC_009189 17.7062 18.0675 22.8968 24.4487 32.2673 42.0714 39.6408
XLOC_009196 41.6542 65.9337 62.3377 47.9392 31.4481 12.0742 2.21436
XLOC_009198 0.0521332 0.0304779 0 0 0 0 0
XLOC_011857 0 2.84511 78.3593 118.165 179.013 486.28 489.046
XLOC_009223 25.1097 41.3484 52.0817 48.3962 50.4751 63.2588 92.4132
XLOC_011870 3.36868 9.02159 20.6428 21.1529 13.1408 1.78179 0.607263
XLOC_011874 0.969706 2.45364 4.28982 2.67204 1.60183 0.101267 0.0107821
XLOC_011879 121.812 105.635 83.4756 62.4231 55.4809 47.475 22.5961
XLOC_011881 3.248 3.24624 2.74069 1.58414 1.19947 0.343392 0.0103134
XLOC_009241 39.3135 42.2863 59.038 51.7004 47.1242 44.3009 29.197
XLOC_011883 0.378464 0.285081 0.0337171 0 0.0770574 0.0377254 0.112869
XLOC_009244 23.072 33.7684 63.0188 63.1153 42.8807 29.985 7.75857
XLOC_011890 7.2628 9.35368 13.9617 12.6441 11.7099 7.69937 4.39408
XLOC_009261 44.1619 34.243 25.3274 17.9425 15.6715 10.919 11.2473
XLOC_009285 28.2214 39.1801 6.91982 1.36576 1.19181 0.467174 0.372136
XLOC_009286 40.1947 35.2066 28.4372 25.111 22.9256 28.1126 30.2648
XLOC_009297 31.4043 57.208 90.0127 45.57 15.4047 0.519448 0.0938304
XLOC_011947 37.096 43.3311 27.3153 25.5684 22.6273 15.6724 13.8978
XLOC_009317 47.6229 35.8822 26.4255 20.3525 8.21198 1.82861 0.133764
XLOC_011988 0.155459 10.7199 747.622 1319.45 1878.55 5670.28 7516
XLOC_011990 0.802419 1.26505 4.33657 1.59331 1.0603 2.45189 7.214
XLOC_012003 2.16128 19.3799 247.515 547.768 849.174 4557.04 6263.41
XLOC_012011 0.0768853 0.0862445 0.206939 0.609086 0.817124 1.88034 2.61106
XLOC_012013 14.3466 22.358 59.3452 58.8222 36.3033 22.4408 17.962
XLOC_009381 0.251194 0.163855 0.0878976 0.0217816 0.0317617 0 0
XLOC_012028 16.339 19.3029 19.1122 16.3366 10.8554 5.80172 2.81575
XLOC_012058 16.3434 19.571 24.6911 20.069 11.9269 2.96875 0.594261
XLOC_009446 0.0241478 0.131757 0.135675 1.57302 11.3118 287.168 1067.57
XLOC_009448 3.88523 20.3576 89.8562 86.8514 35.9894 4.31351 0.53452
XLOC_012077 0.125061 3.87836 11.052 8.06288 11.3521 578.673 3196.87
XLOC_012103 0 0 0.00765964 0 0 0 0
XLOC_009470 1.16731 10.9817 187.728 387.849 517.1 889.04 884.34
XLOC_012113 11.6042 11.244 11.3837 9.37459 7.16057 6.21075 6.09373
XLOC_009497 5.82709 5.15504 6.45814 8.63851 12.6343 28.063 52.9896
XLOC_012131 14.3262 16.3227 12.667 12.6686 8.95862 3.15759 0.386123
XLOC_012178 10.0098 17.2354 29.7186 32.5234 26.1597 5.04368 0.234273
XLOC_012192 4.50479 6.67415 25.6973 31.2365 27.3218 18.4299 16.3473
XLOC_009608 9.57108 24.8326 69.3392 115.388 231.896 1092.12 1179.97
XLOC_009609 16.7087 19.6079 11.0261 4.92227 2.8647 4.93033 28.1709
XLOC_009642 4.3265 5.58203 9.36392 5.22822 2.69554 0.384389 0.0369533
XLOC_009659 0 0.0103176 0 0 0.0117717 0 0
XLOC_012293 1.3041 1.34427 2.0002 1.72254 1.14512 0.141906 0.616998
XLOC_012307 90.6224 97.3804 138.019 161.849 150.725 69.8655 17.4784
XLOC_012316 2.86533 1.2496 1.35502 0.494184 0.217962 0.168459 0
XLOC_012346 33.1256 43.0187 28.5995 26.057 33.3254 64.6199 85.9062
XLOC_009698 23.5668 20.3984 10.555 17.6483 13.0422 21.4575 4.21452
XLOC_009705 0.402582 0.358817 0 0.131859 0.953273 4.46296 23.7087
XLOC_012380 51.3393 51.0207 37.9374 36.0533 29.5593 17.5832 8.15167
XLOC_009741 0.740883 7.80663 10.4759 17.8275 50.2865 556.482 766.111
XLOC_012388 19.4298 226.176 2614.93 3760.38 4408.99 4479.55 3730.22
XLOC_009751 2.84779 1.79511 1.15021 1.78089 2.81715 0.984969 0.0442203
XLOC_009763 0.152881 0.03473 0 0 0.0569413 0 0
XLOC_012437 22.4677 20.3631 19.9676 24.8636 21.2712 17.4509 5.55168
XLOC_009800 55.1125 64.2872 53.8144 28.9402 12.7638 1.78828 0.527946
XLOC_009824 33.6068 25.2367 17.1912 15.7913 18.1679 36.6182 40.2717
XLOC_012505 12.3588 17.3625 22.0204 18.093 14.2681 9.11999 6.10789
XLOC_012506 1.78843 2.16272 2.19339 1.92791 1.89544 2.15515 2.67394
XLOC_009846 10.3428 13.4009 19.7269 15.5101 14.3877 6.21184 1.92918
XLOC_009867 68.9731 69.3426 42.2416 28.0003 22.0892 3.79049 1.99814
XLOC_009913 22.8022 23.2385 14.4246 6.85157 4.9417 3.21362 9.11731
XLOC_009926 3.69891 3.05232 2.04152 3.23482 4.82061 5.97968 7.87238
XLOC_012593 11.141 142.466 372.239 153.92 97.0493 14.9827 9.16789
XLOC_012634 0.0707623 0.0899151 0.737708 1.29665 1.70062 5.0794 2.60227
XLOC_009986 0.494251 0.487123 0.626474 0.810901 0.411957 0.279416 0.0881043
XLOC_012645 14.6123 13.8854 15.1828 15.9093 13.225 10.2901 7.70382
XLOC_012669 26.535 26.5111 10.2764 3.83729 1.92628 0.112884 0.0343874
XLOC_010026 5.68726 4.92123 5.29656 6.01366 6.72379 9.56914 12.0323
XLOC_010054 38.1573 32.6222 12.9779 10.0477 9.51836 3.54766 1.60127
XLOC_010062 166.749 219.891 468.848 387.805 291.613 131.396 54.0892
XLOC_012735 1.46144 2.60808 5.86954 3.16675 1.98477 0.801979 0.190084
XLOC_012743 22.586 20.9466 25.773 30.9325 25.2573 8.48499 1.20741
XLOC_012744 1159.32 1547.59 1991.09 1750.64 959.958 94.1831 16.6904
XLOC_012744 1159.32 1547.59 1991.09 1750.64 959.958 94.1831 16.6904
XLOC_010094 489.879 1219.6 1412.82 303.951 72.5917 7.98705 2.0601
XLOC_010108 5.41249 7.4422 9.53173 6.87029 4.11563 0.710731 0.079267
XLOC_012778 2.97284 3.19425 13.4658 15.7873 5.43009 0.115121 0.161704
XLOC_012779 2.07021 4.55338 19.2272 35.1686 95.1562 1301.14 4431.67
XLOC_010138 1.38171 1.31112 0.442841 0.158739 0.156802 0 0.0106941
XLOC_010152 6.21425 6.08194 6.96722 6.5354 5.53138 4.05591 6.36608
XLOC_010154 0.308724 0.0912147 0 0 0 0 0
XLOC_012827 0.508836 1.50051 1.59236 1.10565 1.66371 3.13196 5.1652
XLOC_010166 123.073 168.657 241.408 160.549 81.2192 25.8401 19.6601
XLOC_010188 2.80967 4.11467 13.3216 22.753 28.5617 32.6974 12.4536
XLOC_012855 524.669 323.687 183.803 141.497 128.808 50.7027 35.7283
XLOC_012856 3.71491 2.14978 1.43333 2.25403 2.21513 1.87997 2.82103
XLOC_012857 0.119891 1.5928 26.866 77.4756 186.76 425.877 515.03
XLOC_012866 0 0 0.103087 0.593814 1.69154 4.56019 13.5109
XLOC_012872 2.11619 2.25227 4.67376 6.82272 10.5089 12.6278 10.3197
XLOC_012879 7.74137 10.5035 24.7511 27.3542 36.3691 50.4569 54.4294
XLOC_010211 3.79821 4.33711 6.83184 7.07974 9.15444 10.3535 10.7649
XLOC_010213 1.78835 1.97082 2.62382 2.50569 2.75343 2.22749 2.29993
XLOC_012886 22.2379 50.7679 79.0411 71.7436 16.4211 0.736406 0.0880049
XLOC_012900 0.0141616 0.0524011 1.11006 3.54603 7.94709 8.7497 4.96753
XLOC_010247 46.2398 33.885 15.1039 13.0422 9.64863 5.5597 2.83252
XLOC_010250 0.960531 0.67685 0.174967 0 0 0 0
XLOC_010269 1.27835 0.35859 0.0288093 0 0.0109207 0 0
XLOC_010272 15.1779 24.8287 54.7789 49.4479 45.6216 36.56 10.2498
XLOC_012954 13.9923 12.7898 8.02402 5.16883 5.08263 5.62645 9.54795
XLOC_010277 17.6166 9.62579 1.83049 1.1464 0.533414 0.10669 0.15665
XLOC_010278 0.452402 0.11208 0 0 0 0 0
XLOC_010293 58.8954 623.215 3618.25 2714.75 2422.78 2451.22 613.17
