WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7
XLOC_010310 0.689231 0.838971 2.66634 6.46862 13.5865 20.1594 36.9367
XLOC_012984 22.2976 19.2535 21.4717 47.4423 88.1595 245.923 333.743
XLOC_010316 9.47838 2.97995 18.8915 350.666 909.927 1555.3 237.899
XLOC_012985 10.3554 51.3229 809.094 1251.5 1028.11 1816.9 1658.53
XLOC_012988 5.58947 7.81386 10.8175 10.9941 10.8047 7.21721 4.97491
XLOC_010329 1.32137 1.51634 3.40617 3.78647 2.52287 1.53473 0.447491
XLOC_010354 34.8296 32.9375 29.0385 22.9391 19.5452 18.216 20.6063
XLOC_013039 38.1403 28.3895 4.77365 2.55062 2.42702 0.817111 0.346494
XLOC_010365 44.233 41.1328 15.8353 13.9614 9.96315 4.90184 0.770809
XLOC_013044 4.91331 4.33235 0.859724 0.406826 0.153062 0.037752 0.0204416
XLOC_010367 9.59194 12.5426 10.7031 9.42975 4.9797 0.575305 0.144255
XLOC_013050 3.54452 10.3791 40.1021 49.2112 36.5672 25.5654 8.7946
XLOC_010375 6.78066 7.44743 9.4198 8.69009 5.53859 1.63212 0.843283
XLOC_010377 1.14401 1.14064 0.386706 0.373759 0.142463 0.0667206 0.772324
XLOC_010378 69.1374 159.879 145.84 50.9879 28.7431 17.2353 5.92044
XLOC_013064 10.8078 10.2286 8.47218 14.9121 15.5139 6.05638 1.33096
XLOC_013075 0 0 0.478142 0.870953 0.128828 0.0111093 0
XLOC_010433 53.1692 101.679 302.822 354.747 428.121 359.704 199.079
XLOC_010436 0.242723 0.173815 0.230512 0.0598562 0.0281753 0 0.0164227
XLOC_013122 15.295 36.8107 119.388 128.286 48.0001 14.4417 8.18687
XLOC_010449 32.2817 48.9441 79.8054 56.8531 37.5986 4.8875 0.217727
XLOC_010481 23.8962 22.4349 16.6515 10.3409 4.6048 0.315874 0.0353544
XLOC_010488 31.3732 40.5552 89.952 91.834 41.0199 10.1139 9.2201
XLOC_013164 0 0.116085 5.32101 29.4016 61.5964 1185.54 1993.44
XLOC_013184 7.59704 11.6838 18.9694 11.1259 2.11765 0.0520857 0.0859496
XLOC_013195 64.3322 65.3244 58.3904 39.5816 32.1631 19.2684 11.1326
XLOC_013196 1.93951 2.05879 0.0762981 0 0 0 0
XLOC_013198 0.00342054 0 1.23325 1.85766 12.232 678.052 1841.22
XLOC_010515 7.76856 7.89912 8.66147 6.73337 4.79849 1.68481 0.436947
XLOC_013200 103.496 109.218 73.4337 43.6569 33.9748 19.1125 16.2214
XLOC_010517 3.02197 3.60346 3.4481 3.78888 5.43899 8.1824 8.14409
XLOC_013204 4.53444 5.33266 9.32049 9.79229 8.06076 7.74424 4.12853
XLOC_010524 8.17834 15.3007 35.4205 41.8681 54.1008 112.31 172.13
XLOC_013209 3.97233 5.02603 10.3137 15.7338 37.8025 103.635 173.397
XLOC_013217 1.12488 5.07154 9.02895 5.11177 2.61942 0.652626 0.146579
XLOC_010573 40.3476 59.8303 73.0915 61.2236 49.186 30.2413 25.3812
XLOC_010576 215.824 336.945 537.397 687.699 555.028 259.392 55.994
XLOC_013281 505.683 300.447 143.685 113.417 119.499 56.1115 60.9851
XLOC_013288 2.96023 3.82341 5.20265 6.11176 5.6107 5.62331 3.9876
XLOC_010624 0 0 0 0.0127996 0.00807171 0 0
XLOC_013314 0.122663 0.118731 0.277859 0.641962 0.845022 0.610038 0.746345
XLOC_010639 0.287243 0.21829 1.141 2.7418 1.96791 2.07802 1.46719
XLOC_013318 15.1532 16.5587 13.9532 38.3689 35.5965 18.0969 0.449508
XLOC_010647 14.3295 10.3226 0.928465 0.818051 0.963913 1.75175 2.71248
XLOC_013324 278.951 301.633 416.557 322.217 216.914 95.4444 28.9845
XLOC_010659 0.201635 0.527541 4.66329 4.98439 2.70612 0.430541 0.200982
XLOC_013328 31.7309 28.8417 41.7991 49.563 43.328 23.7132 5.9939
XLOC_010666 0.48827 0.45405 1.10018 10.6604 24.0628 62.7702 40.667
XLOC_010679 0.986803 0.361755 0.0859113 0.0789068 0.066524 0.042553 0.01672
XLOC_013346 14.1909 10.5001 1.44074 0.564026 0.495844 0.426517 0.534255
XLOC_013362 0 0.0526272 0.097742 0.124404 0.0553164 0 0
XLOC_013366 17.5361 20.9457 27.504 23.9632 16.4898 3.40653 0.911193
XLOC_010702 25.3097 40.1294 42.1395 27.4507 18.9502 13.5304 6.86297
XLOC_010706 107.437 113.526 86.9484 78.7818 93.842 217.638 219.766
XLOC_013372 9.49362 10.6875 9.96692 12.2704 9.96965 1.34376 0.194136
XLOC_010714 9.09966 4.56653 0.688723 0.371065 0.27827 0.054195 0
XLOC_010726 3.50738 7.63923 36.4506 64.464 82.0848 85.3728 70.6428
XLOC_010729 5.51979 5.25478 5.13441 5.85747 7.43998 5.7831 4.46842
XLOC_013388 7.55432 7.21948 12.7996 18.7929 21.1758 22.1257 19.878
XLOC_013391 3.25995 2.77123 4.89798 6.00733 4.31623 2.01641 0.422775
XLOC_013405 0.75056 1.60264 3.70088 1.54009 2.34052 19.5482 32.9393
XLOC_010749 2.43021 2.18564 11.2842 5.11167 5.44051 0.407564 0.0886765
XLOC_010754 1.50508 1.38828 1.2278 2.70241 2.8437 4.54115 5.63223
XLOC_013435 0.039589 0.0757253 0.0799502 0.580452 3.85138 114.309 396.382
XLOC_010776 23.5132 27.9836 37.259 27.0521 18.7967 2.79074 0.781456
XLOC_013438 0.974092 1.07438 2.24193 2.91092 3.53496 4.82493 4.83514
XLOC_010789 4.31601 5.59464 7.12439 9.09308 6.16871 1.7372 0.335436
XLOC_010794 14.8073 16.2522 17.7588 23.2078 16.3271 7.72266 3.50595
XLOC_013448 26.5564 37.1381 38.5241 17.4574 9.27119 3.10302 9.72558
XLOC_010809 0.0453997 0.0536623 3.72661 9.29992 23.0874 357.448 1253.47
XLOC_010828 40.1041 30.9305 14.9151 14.4399 15.0991 22.7401 26.7831
XLOC_010829 0.169207 0.117482 1.16173 6.82466 0.252732 0 0
XLOC_013485 19.0593 20.6567 29.8684 31.1852 35.0977 27.6582 15.6362
XLOC_016709 10.9894 14.1894 4.46444 1.40049 0.65948 0.141226 0.0834176
XLOC_016714 240.653 1998.05 8689.04 10388 9087.42 10228.6 5073.27
XLOC_016731 25.6365 21.8073 5.11415 2.34456 1.23089 0.699358 0.919024
XLOC_016738 8.4673 9.03541 7.75831 9.0159 10.3762 10.9322 3.05414
XLOC_013548 68.8373 75.6834 38.8434 13.0757 4.19183 0.676182 0.219871
XLOC_013550 217.255 183.972 125.974 59.8879 34.3057 11.0522 5.08784
XLOC_016748 14.0054 18.6245 17.1239 6.92193 4.81788 3.39184 2.09917
XLOC_013568 383.153 448.864 667.401 759.408 772.786 516.5 283.177
XLOC_013578 175.424 270.929 397.62 365.794 246.525 40.2237 6.61271
XLOC_013581 14.5275 22.6403 34.2761 34.5451 28.3086 20.8568 19.2114
XLOC_013591 71.6176 88.3587 95.7371 76.85 72.6319 46.7322 13.3606
XLOC_013592 7.46783 9.77945 64.1087 92.6177 57.4483 21.5823 14.6642
XLOC_016789 0 0 0 0.0107147 0 0 0
XLOC_013612 3.25387 5.61278 10.3701 6.31706 4.08164 1.049 0.485933
XLOC_016812 1.73809 2.2321 2.08906 3.25741 2.74146 4.82485 4.74187
XLOC_016829 12.706 24.0968 102.83 111.62 74.6153 19.7312 2.61203
XLOC_016845 5.76786 7.11496 10.8566 9.46904 6.76506 2.19677 1.14569
XLOC_013653 1091.64 1130.11 607.251 295.27 149.927 46.4737 25.6693
XLOC_016852 0 0 0.250372 10.6112 0.934482 0.36027 0.0290315
XLOC_013662 8.07199 8.36425 12.0517 10.053 6.77586 1.36421 0.0711336
XLOC_016886 0.482104 1.75581 3.00106 2.67165 0.499254 0.0318917 0
XLOC_016906 1395.16 1726.96 1997.14 1400.85 877.13 126.71 5.84373
XLOC_013709 4.72449 5.23256 7.82811 14.8162 16.4575 25.443 24.0344
XLOC_016921 0.0104694 0.0396882 0.859052 13.4716 142.726 1425.15 2870.36
XLOC_016924 17.3126 17.9579 26.7606 25.2411 28.6214 28.7562 36.1565
XLOC_016925 3.5842 7.55003 20.6683 28.4884 31.8924 17.3201 3.04888
XLOC_016926 0 0 0 0 0.161841 0 0
XLOC_013724 495.486 602.95 598.609 532.628 550.681 717.448 330.805
XLOC_013725 3.60309 3.35698 4.44413 8.00655 23.1833 108.305 146.142
XLOC_016940 257.275 218.925 76.6183 10.6777 1.59054 0.14226 0.171212
XLOC_013732 0.445255 1.13357 5.98574 9.45681 9.9351 7.14154 4.42889
XLOC_016958 41.6487 24.3583 14.4556 23.5597 29.591 43.9787 49.1897
XLOC_013743 30.7714 32.219 29.2645 26.6568 21.5548 12.4624 2.32599
XLOC_013749 44.7285 46.8686 13.8514 8.66693 6.3852 1.38935 0.0563036
XLOC_016995 3.14627 2.97513 4.73884 5.59197 7.06841 7.59835 9.91593
XLOC_017011 11.5087 12.4336 21.2475 35.9971 44.7879 45.7629 33.1737
XLOC_013796 5.73701 7.36644 13.3388 12.9545 6.54858 0.185979 0.014686
XLOC_017037 8.47356 16.6394 28.7433 12.8926 5.89153 2.95051 2.30557
XLOC_017046 18.1483 24.8764 13.3994 5.25582 2.34028 0.098789 0.0913495
XLOC_017053 24.6838 31.9101 11.2733 4.53015 1.6656 5.33582 30.1356
XLOC_013823 0.10866 0.378675 0.0510787 0.0125207 0.0121691 0.0227373 0.386936
XLOC_013854 56.4838 50.7212 42.5641 29.5434 25.47 19.937 14.1121
XLOC_013863 107.062 71.242 9.21714 4.89986 8.32856 12.4945 4.5792
XLOC_017105 210.493 223.916 80.4245 35.5904 29.4055 14.1902 10.6368
XLOC_013905 4.02852 4.00206 3.85526 4.70878 5.39379 7.05026 7.90454
XLOC_017146 258.806 344.785 426.15 406.204 337.01 907.36 2404.19
XLOC_013924 7.39733 8.63398 7.73169 4.03122 1.78992 0.123366 0.0506409
XLOC_013939 62.5026 70.3225 101.381 89.0124 68.8083 61.2813 54.5033
XLOC_013953 22.1868 34.6271 66.2371 59.1464 44.0392 16.4398 7.76143
XLOC_017201 32.4471 47.0045 56.1095 49.9567 38.3416 45.8042 42.7383
XLOC_013977 0.223578 0.27094 1.51223 12.4145 23.6048 39.3683 16.2544
XLOC_017218 0.268905 1.02442 1.97928 0.407274 0.243552 0 0.00965112
XLOC_017256 20.5462 39.3938 120.199 158.276 123.583 190.261 138.317
XLOC_014023 0.602983 0.727925 1.16874 2.12501 3.70777 20.4641 25.2844
XLOC_014036 6.66076 9.65568 38.2098 60.9863 58.7372 36.8685 6.91413
XLOC_014045 3.55647 4.85904 9.43246 13.3271 11.2713 10.8544 10.134
XLOC_017298 440.965 738.165 1561.67 1845.48 1294 430.711 44.6332
XLOC_017304 44.109 147.658 785.118 527.232 232.812 22.993 8.76072
XLOC_014074 17.837 22.486 30.3148 22.5687 13.6413 4.44928 0.939719
XLOC_017327 10.267 16.6352 35.7724 31.6372 16.5465 7.18625 6.67389
XLOC_017330 12.0361 18.0674 15.4604 10.9317 5.12406 0.806523 0.304154
XLOC_017333 77.7123 138.277 552.759 697.953 633.303 268.708 39.7342
XLOC_017337 0.167327 0.811709 8.57039 26.4515 28.8486 22.1453 4.27052
XLOC_014081 11.0166 12.3168 25.0607 28.9113 25.7725 20.9565 15.4115
XLOC_017340 293.173 415.828 419.837 233.55 194.751 182.649 105.915
XLOC_014084 3.36806 3.94429 6.93338 8.48028 9.18593 7.42849 6.63444
XLOC_017344 0.10457 0 0 0 0 0 0
XLOC_017350 468.322 220.506 122.012 115.479 119.231 62.4237 69.6056
XLOC_014143 18.8077 14.7875 6.451 7.47513 9.67975 12.3867 18.3341
XLOC_017410 11.478 13.6425 3.46913 0.645434 0.0914249 0.0322027 0.0101385
XLOC_017415 0.719698 0.355884 0.0368635 0 0 0 0
XLOC_017425 3.5399 1.44224 0.710668 0.229756 0.143139 0.0814214 0.0131206
XLOC_017428 29.7578 39.1613 93.6122 182.235 151.599 162.35 32.9531
XLOC_017436 22.0785 20.2537 15.7607 15.274 16.9234 25.9553 37.0582
XLOC_017441 29.9808 41.4875 68.2431 65.1934 57.3679 47.4372 44.1224
XLOC_014174 11.2416 32.755 82.7756 72.1906 67.6227 56.7547 49.7548
XLOC_017458 0.298938 0.280493 0.0711349 0.209632 0.280086 0.59481 1.29567
XLOC_014194 1.17812 1.28617 1.60033 1.65003 1.57072 2.11136 9.70597
XLOC_017479 7.86516 8.82542 14.1374 13.8863 13.9295 14.8442 12.5908
XLOC_014220 21.9557 33.9812 42.7216 43.49 28.5633 12.7585 3.56892
XLOC_014223 1.50922 1.11046 1.24148 1.5796 1.33861 0.219727 0.118535
XLOC_017498 0.394571 8.39506 22.5686 44.3144 144.547 1839.32 1749.79
XLOC_014252 1.66609 1.01235 0.330016 0.237798 0.221507 0.31529 0.0474646
XLOC_017519 3.05424 6.05577 5.84634 5.45144 7.91638 10.6558 6.76762
XLOC_017521 1.11936 3.80855 93.2111 1510.05 5700.69 0 0
XLOC_017545 51.0204 80.2825 255.861 336.116 351.173 364.396 198.26
XLOC_017548 6.1879 9.30179 1.05952 0.145819 0.0171751 0 0
XLOC_017555 8.5409 10.112 11.9546 21.4512 25.4042 26.2325 6.5914
XLOC_017558 12.7892 27.143 3.4446 0.299447 0.0686016 0.0664469 0.215319
XLOC_017567 6.27496 4.33413 3.3495 3.33536 2.59615 2.5368 3.40127
XLOC_017553 21.7232 49.8123 130.997 100.905 84.5145 80.1226 74.0155
XLOC_014351 3.07922 1.27546 0.0120944 0.540601 1.79225 4.66004 2.0577
XLOC_017603 14.2683 18.1341 24.0974 20.7586 16.4204 10.914 8.00782
XLOC_017611 5.08626 5.26788 5.23657 5.33641 5.74134 5.55111 5.27062
XLOC_017621 34.0159 39.7775 15.5835 4.67065 1.90084 0.126119 0.0379494
XLOC_017624 17.501 19.7622 15.2412 13.2463 14.6885 13.535 15.6694
XLOC_014383 7.48832 12.1783 16.8513 12.7097 4.56979 3.61469 0.638169
XLOC_017627 6.55012 6.95588 8.953 7.53586 6.77879 4.26618 4.45809
XLOC_014389 16.1744 16.2898 19.0848 16.1733 15.646 22.0718 29.1918
XLOC_014396 10.3282 24.4127 65.9695 39.7409 13.4475 2.33204 0.435259
XLOC_017649 0 0.0156933 0.0990777 1.16407 0.0855987 0.022475 0
XLOC_017655 48.5756 65.4183 129.615 198.472 141.718 102.697 59.4473
XLOC_014431 0.177705 0 0 0 0 0 0
XLOC_017658 16.3252 59.193 194.13 318.036 364.583 601.712 356.929
XLOC_017668 1.11722 1.1559 1.20292 1.57319 0.92654 0.135407 0
XLOC_014455 8.46578 13.5709 20.9866 16.3494 10.928 8.75909 11.296
XLOC_017692 64.6909 63.1559 48.316 38.9418 39.2675 33.0295 28.7826
XLOC_017710 9.7574 21.6389 92.9643 98.7864 73.3099 30.946 2.7936
XLOC_017711 34.215 20.7832 12.8923 12.1132 11.6565 25.1732 34.233
XLOC_014491 24.0596 22.9043 20.4065 16.8581 12.3891 5.31926 5.02672
XLOC_014503 10.8509 18.0001 29.2784 16.7263 10.0438 3.69918 0.32256
XLOC_017732 0.455425 0.4535 1.6596 2.29153 1.88918 0.352665 0.0100277
XLOC_017766 22.3458 20.6669 20.8312 19.178 16.8355 12.2965 14.7487
XLOC_014561 34.348 48.5202 68.6833 59.7567 38.6506 12.6692 4.7054
XLOC_014567 41.7995 44.0687 62.3499 65.8173 76.4878 77.4073 57.8307
XLOC_014570 0.0125048 0.277178 0.201148 0.00903008 0 0.0228962 0
XLOC_014575 0.100733 0.0727082 0.0199736 0.00435371 0.010561 0.00288622 0.0294521
XLOC_017790 657.222 932.643 548.798 237.682 77.2721 3.77675 0.134038
XLOC_017793 62.2268 69.9582 62.9721 46.2368 39.284 7.72332 0.469526
XLOC_014585 24.1069 20.0107 16.3022 12.5354 9.40051 5.7856 5.46916
XLOC_017804 0.0958952 0.195967 0.0576228 0 0 0 0
XLOC_017809 0.0041147 0.0479835 0.101204 1.05431 3.40053 408.936 3346.95
XLOC_014602 0 0 0 0 0 0 0.896657
XLOC_014603 0 0.00195478 0 0.107572 1.02643 21.1911 199.45
XLOC_014610 63.2764 123.026 255.214 348.978 317.355 211.995 60.876
XLOC_017832 0.497096 0.491165 0.0349333 0 0 0 0
XLOC_017833 0.311572 6.75083 72.0027 180.3 259.8 509.722 895.231
XLOC_017835 8.1892 7.59093 6.7398 5.91931 5.46057 6.48861 6.71652
XLOC_017836 0.0414273 0.0488978 0.071015 0.1079 0.0856338 0.023924 0
XLOC_014661 12.1066 14.1754 19.425 21.6055 20.9569 20.7003 17.9254
XLOC_017867 1.40391 0.815723 0.677897 0.335082 0.185302 0.0582036 0.233028
XLOC_017871 0 0 0 0.665087 2.08739 403.203 1754.03
XLOC_017881 5.0239 157.419 2682.81 3690.74 3788.03 5429.16 0
XLOC_014749 1.52139 1.69354 4.5289 4.71637 4.63134 4.75935 2.56785
XLOC_017941 8.70956 8.48885 1.18046 0.153059 0.0476461 0.0288586 0.00961899
XLOC_014766 2.70532 1.93876 1.33211 1.77432 2.28423 1.43301 1.47516
XLOC_017947 0.0788407 0.0281776 0 0 0 0 0
XLOC_014773 65.9284 51.4668 20.8874 19.3884 23.4319 26.4918 21.5595
XLOC_014807 44.4426 59.2012 90.7245 122.646 142.019 142.086 78.4147
XLOC_014864 0.454781 0.887198 1.27076 2.28735 2.0647 0.799503 1.70067
XLOC_014866 10.7649 13.0434 8.43476 5.67701 6.15803 5.22913 4.34765
XLOC_014871 1.22596 1.26224 1.53621 1.98685 2.77485 4.06452 3.43157
XLOC_014896 1.68858 1.05931 2.04919 3.02302 2.49371 0.422568 0.0285737
XLOC_014898 0 0 0 0 0 0 0.0121833
XLOC_014902 14.9071 14.4032 11.6013 14.4634 16.413 19.6335 22.2691
XLOC_018105 0.296738 1.82667 0.0763877 0.0145953 0 0.0126212 0.0186538
XLOC_014910 5.28943 9.67456 14.0677 18.4999 34.0672 86.8156 120.646
XLOC_014920 3.04004 4.27835 6.72471 5.36692 5.15102 1.20157 1.39332
XLOC_018120 33.5774 56.3684 76.9684 60.6873 61.7795 33.8425 7.60479
XLOC_018137 26.398 22.9109 25.728 23.0556 31.127 18.1325 1.92742
XLOC_014944 0.0781918 0.0390273 0.0575639 0.0975553 0.0407032 0 0.00756311
XLOC_018170 213.96 153.079 40.7075 30.9666 30.2835 84.5016 130.034
XLOC_014958 0.119945 0.138218 0.158708 0.0579119 0.0413776 0.0415348 0.0151802
XLOC_014971 165.906 688.505 5835.23 14770.1 15810.1 23099 13361.1
XLOC_014978 15.0201 13.0731 10.1765 8.03641 7.02702 7.95773 10.3247
XLOC_018220 2.84736 10.218 30.7565 37.2786 32.998 17.0002 7.37468
XLOC_018232 18.2104 18.5418 18.3303 22.0616 22.5457 14.7295 5.41849
XLOC_018271 6.32597 5.64442 6.95375 4.69113 4.4472 2.19609 0.961578
XLOC_018272 71.6015 83.4299 162.161 141.616 125.085 90.8744 48.3927
XLOC_018282 56.1669 116.672 336.287 312.131 154.873 23.3124 1.23114
XLOC_015089 0.529395 1.08656 10.5169 12.0367 11.7057 12.189 2.52229
XLOC_018316 14.623 25.241 54.0461 33.0098 20.8548 3.0059 0.408348
XLOC_018443 79.1954 143.83 524.703 799.609 641.693 694.539 440.402
XLOC_018724 4.89357 17.4174 45.5834 46.8976 14.457 2.23249 0.751005
XLOC_015543 6.5347 5.86158 10.0205 15.8687 20.8597 37.5493 43.9958
XLOC_018741 0.0537514 0 0 0 0 0 0
XLOC_018786 92.6215 89.2954 79.0225 78.7968 65.6198 29.4208 2.76149
XLOC_018848 0.291392 0.343667 1.12462 0.866395 0.581316 0.797031 0.423309
XLOC_015658 8.9938 31.5374 119.948 235.675 132.927 11.3678 0.324533
XLOC_015675 12.9152 22.8124 28.4019 46.5136 71.4996 178.661 82.1727
XLOC_018884 372.592 241.846 159.801 129.042 120.732 39.368 57.157
XLOC_018900 3.72535 4.78963 8.22937 9.14586 7.19699 0.810189 0.170923
XLOC_018944 0.0051825 0 0.0104827 0.044893 0.0421172 0 0
XLOC_018953 88.7339 71.3888 53.5372 48.1959 46.0196 57.2227 41.3628
XLOC_018989 1.36787 2.59419 4.003 2.50583 2.17627 0.626052 0.187709
XLOC_015771 0.128249 0.0625562 0.0477925 0 0 0 0
XLOC_019022 70.2333 73.6725 82.4427 68.2663 53.2505 71.0967 43.4266
XLOC_019044 670.32 917.581 420.431 121.798 35.1538 8.31572 4.17074
XLOC_015837 6.80399 4.7818 3.01033 2.74251 2.01536 0.855027 1.88902
XLOC_019069 11.0205 12.6939 20.6895 25.1347 27.0702 26.7041 25.7717
XLOC_019071 0.0170994 0.0355264 0 0 0 0 0
XLOC_015890 80.8584 83.0636 88.9255 63.2255 46.2298 14.7738 9.86794
XLOC_019106 10.9222 12.2339 8.34481 14.8572 22.7132 44.7227 25.2873
XLOC_019113 0 0 0 0 0 0 0.0144963
XLOC_015942 49.8238 51.1712 29.4913 21.758 18.8351 13.2867 7.24742
XLOC_019165 4.79953 3.74741 1.42542 0.904978 0.352447 0.223516 0.0838119
XLOC_019167 0.158014 0.024021 0.0753794 0 0 0 0
XLOC_019185 11.397 11.7336 17.7468 29.8938 37.4223 61.9996 80.0043
XLOC_019221 10.9233 10.047 6.88986 9.21445 8.93348 4.41623 1.48735
XLOC_016000 0 0.0107752 0.409862 0.0795959 0 0 0
XLOC_016005 7.34723 13.7831 38.9339 44.96 33.9126 14.3338 1.85059
XLOC_016012 0.809626 2.03063 14.2141 27.9281 106.536 1278.08 3169.45
XLOC_016020 56.6941 50.9833 34.6293 31.0222 31.3328 38.3873 42.4185
XLOC_016020 56.6941 50.9833 34.6293 31.0222 31.3328 38.3873 42.4185
XLOC_016027 146.361 110.106 54.9132 39.9588 38.9093 60.1075 45.7264
XLOC_016040 50.1794 67.8091 101.988 141.795 182.92 286.528 236.834
XLOC_016051 0.0424446 0.0318478 2.89034 119.581 660.221 5560.47 7005.47
XLOC_019295 31.6113 43.0096 75.6848 69.9536 48.5577 16.3638 10.5515
XLOC_019300 28.0588 40.0081 55.8256 74.847 77.131 45.3268 12.5009
XLOC_019306 0.466791 1.16625 1.4569 0.703001 0.653657 0.266829 0.228472
XLOC_016092 2.79208 5.51859 16.6066 9.37764 4.39186 0.194284 0.0892826
XLOC_016109 24.9264 40.2469 123.901 133.554 123.438 123.581 125.292
XLOC_019356 49.8494 62.1784 24.0282 6.97367 2.82738 0.613937 0.330426
XLOC_016112 97.8144 97.6208 100.294 88.3953 67.184 29.2364 5.99887
XLOC_019359 617.816 644.141 365.467 212.811 106.286 12.8668 1.36473
XLOC_019362 2.07049 1.42001 0.0401412 0 0 0.0119863 0
XLOC_019367 0.379874 0.844734 2.0631 5.7682 15.3598 992.233 2261.53
XLOC_019373 1.15528 1.55183 0.654143 0.360249 0.166548 0.0607289 0
XLOC_016135 0.708761 0.51977 0 0 0 0 0
XLOC_019375 23.6384 43.6074 69.0079 56.0815 17.2331 2.73329 2.13489
XLOC_019382 57.1118 81.986 178.207 180.925 189.329 115.909 29.575
XLOC_016153 0 0 0 0 0 0.107419 0
XLOC_016157 16.8887 13.3047 8.28625 3.91099 2.17828 1.71846 1.82492
XLOC_016163 1.768 2.36629 0.252539 0.083865 0.117189 0.0522053 0.0771392
XLOC_016173 13.8202 13.5267 6.59223 8.55619 8.12815 12.0648 7.95943
XLOC_016175 4.38536 4.54029 3.723 3.71573 3.36934 5.77825 8.51128
XLOC_016189 195.672 276.039 327.985 239.564 157.413 43.512 2.44641
XLOC_016190 16.9057 20.6014 19.5191 22.8193 22.813 40.3501 83.6288
XLOC_019437 7.61215 10.0734 5.47514 1.52353 1.26788 1.44113 1.55521
XLOC_016191 0.88849 1.30545 2.08848 2.61124 2.99199 0.990935 0.0540218
XLOC_019466 777.644 1135.49 412.377 101.099 22.956 1.64879 0.920815
XLOC_016216 79.6333 188.879 394.335 697.104 919.01 2139.11 2190.97
XLOC_019472 9.23347 10.4242 10.0118 6.75899 5.28877 3.61644 3.21807
XLOC_016277 129.284 207.495 88.6176 32.9308 16.8176 3.163 0.959089
XLOC_019521 0 0 0 0.0237404 0.0264251 0.118959 0.10774
XLOC_019530 85.3511 52.479 8.11841 1.83722 1.11594 15.0072 16.3826
XLOC_019544 0.102034 0.136145 48.1347 969.033 1610.8 3223.97 3434.9
XLOC_016302 9.90718 10.7242 4.01519 8.93604 6.35062 0.97882 0.746454
XLOC_019562 1.28312 1.23923 0.149075 0 0.0185114 0 0
XLOC_019567 106.426 81.5401 73.5121 56.5801 44.0616 38.9152 24.4361
XLOC_019570 66.9698 69.2909 104.592 129.95 103.769 94.3381 55.3132
XLOC_016327 36.5178 61.6428 81.3194 126.876 154.395 335.106 377.63
XLOC_019579 0.0544959 0.176426 20.449 110.007 189.178 553.572 627.008
XLOC_016337 68.009 65.7912 70.0483 59.1294 51.1545 29.5328 15.1247
XLOC_016340 2.56338 2.79034 4.45018 6.35734 7.87815 11.2812 10.8211
XLOC_016355 2.69329 5.93583 28.3702 30.254 18.587 4.17403 1.4057
XLOC_019606 16.4875 12.6735 2.92447 2.41657 2.87028 3.96138 8.47053
XLOC_019627 65.177 55.8039 32.6165 14.9357 8.24084 1.05925 1.14687
XLOC_019637 10.4798 9.03655 1.81837 0.665168 0.112158 0 0.0409127
XLOC_019642 7.29619 33.9535 102.556 77.9444 96.4757 153.921 69.974
XLOC_016400 0 0.0422264 1.20938 12.9517 147.746 2297.95 3625.48
XLOC_016418 0.0432196 0.102726 0.726583 1.37497 1.57255 0.905822 0.281765
XLOC_019686 46.1037 51.7136 20.3871 14.2086 11.5243 21.8978 23.0689
XLOC_019686 46.1037 51.7136 20.3871 14.2086 11.5243 21.8978 23.0689
XLOC_019691 10.9483 11.1273 7.82738 6.59113 6.00263 2.93857 2.27115
XLOC_019697 7.2003 11.1005 25.5088 20.9938 17.3259 6.09306 2.29579
XLOC_019701 8.8004 10.3278 5.90847 4.12045 3.44254 0.741783 0.112516
XLOC_019702 0.0761707 0.388403 0.416912 0.126774 0.0651433 0.117238 0.470804
XLOC_019739 0.364425 0.236365 0.0247969 0 0 0 0
XLOC_019743 20.5418 10.6804 4.00571 3.32901 3.10931 2.89769 2.29535
XLOC_016483 1.66614 2.00532 1.17381 0.365001 0.196363 0.410302 1.56771
XLOC_016493 0.39055 1.95454 20.4554 48.1167 97.2066 126.143 33.7443
XLOC_019773 12.8246 12.0401 11.7699 15.3594 15.697 7.42547 0.536833
XLOC_016498 10.7331 11.739 16.1491 16.0354 15.9651 17.8739 22.9288
XLOC_019777 2.13386 4.39688 16.911 28.1294 30.5496 24.4002 3.15515
XLOC_019805 0.0567036 0.0155401 0.00662231 0.157806 0.646964 48.8249 138.151
XLOC_016542 0.87523 0.676642 0.708412 0.744384 1.0696 2.12488 4.06017
XLOC_016548 7.99613 8.44912 7.42956 6.06666 5.02803 1.4824 0.603241
XLOC_016551 12.1589 26.7426 83.7115 86.9903 79.1712 45.2107 4.87714
XLOC_019826 86.7088 79.4182 53.9777 42.4621 23.3222 5.02685 0.35006
XLOC_019830 4.10219 6.8089 12.6836 6.95095 1.94167 0.0474121 0.00792957
XLOC_019833 2.43066 2.7308 2.91127 2.57856 4.28566 8.1528 15.0414
XLOC_019834 3.20897 1.55196 0.75026 0.820239 0.425177 0.91594 1.08968
XLOC_019841 25.2553 18.1201 12.0881 11.5078 14.1536 14.9259 12.5848
XLOC_016598 5.25522 4.59812 2.62118 0.454153 0.236526 0.0847645 0.0994417
XLOC_016605 14.2148 13.0117 14.016 27.2697 44.4288 80.2832 24.9746
XLOC_019885 4.02335 6.62788 14.8597 21.387 25.8768 40.4747 36.2302
