XLOC_014807 XLOC_013064 XLOC_012837 XLOC_003529 XLOC_000687 XLOC_018330 XLOC_029592 XLOC_013703 XLOC_026267 XLOC_015660 XLOC_009140 XLOC_009222 XLOC_003894 XLOC_018120 XLOC_016645 XLOC_009562 XLOC_000385 XLOC_018861 XLOC_018860 XLOC_009706 XLOC_024561 XLOC_014430 XLOC_015644 XLOC_031799 XLOC_029847 XLOC_031798 XLOC_030327 XLOC_025571 XLOC_005286 XLOC_005591 XLOC_005076 XLOC_011901 XLOC_021567 XLOC_031116 XLOC_000154 XLOC_028514 XLOC_012505 XLOC_021419
XLOC_004167 0.104037950284563 0 0 0 0 0.354759418992529 0 0 0 0.322059932700468 0.631407479708826 0.766082109395195 2.83020320689189 0 0.837294723766608 0.146404034910662 0 0 0 0.600252562622144 1.90498792716634 3.19316318967861 0 2.78816235922381 0 1.14488459909011 0 0 1.11342771725573 1.28061988278378 1.70708544488493 0.211661851870476 0 1.63995146402201 0 1.30158042038011 0 2.48375251445466
XLOC_000043 0 0.579288458035961 4.10825322475476 3.27239639663156 2.7808738747785 0 3.74472541468817 1.85955584826376 1.67508762056531 0 0.287283832668181 0 0 0.117655887891802 0 0 3.53312099943846 0 0 0 0 0 0 0 2.05084177940152 0 3.65277916149884 1.94258906540216 0 0 0 0 0 0 3.58316980252298 0 0 0
XLOC_000059 0.125458443474905 3.9507784294782 0 1.45552293392148 0.772834700928399 0.800452724070598 0.835317338020516 0 0 0 0 0 0.422415555723185 2.07842528505377 0 0 1.17087608948251 0 0 0 0 0.597557757266774 0.288759458697371 0.0326048215729226 1.75263005696708 0 0 0.529914828322795 0 0 1.30061297919285 0 0 0 0.343268837146859 0 2.01667610084422 0
XLOC_004190 4.13910229423775 0.442836289427734 0.627718810183813 0.0222573337971571 0.245714891828597 0 0.935825581898121 0.275728150627754 0.263354431718712 0 1.46413367598336 0.0330334312946746 0 0.222698777327882 0 0.437641779553911 1.61590356489484 0.36979038027346 0.287573390710276 0 0.489301420954618 0 0 0.121251487912986 1.09704057124625 0 0.712945400812647 3.15325272642082 0 0 0.207771344803793 0.406232488302261 0 0 0.11030531746796 0 0 0
XLOC_004191 0.00251513067590497 0 0.715608430436107 0.128163604333035 1.6503389229043 0.604883618017414 0.698402098861267 1.35898878596747 1.35179848709937 1.80439047169823 1.09876462489166 1.35452481607881 0 0.486990806005416 1.65510618821862 0.12962370021205 0.852316198131357 3.37833079675096 0 0.473520230946418 0.74695865831726 0 2.59452787542482 0 0 0.232977207507904 0.58190252939577 1.1385001626731 1.84803170223831 1.58919341615642 0 0 0.0955979929739346 1.15687231974803 0.32480180495784 0.738004359967961 0 0.0239982503720488
XLOC_000066 0.488840239057573 0 0 0.471234744011906 1.24741991614583 0 0 0 0 0 0 0 0.430684943337174 0.897271203031629 0 0 0 0.460617533448958 0.911237717515832 0 0 0.167352195809907 0 0.34146412176847 0.909590906224644 0 0 0 0 0 0.640569206432153 1.16833528363861 1.77547986609071 0.0220330206279363 0 0 2.67328856878614 0
XLOC_000067 0 0 0.701130749256222 0.749011982674716 0 0 0.319160498810274 0.434226787568623 0.649027697046567 0.350460549339088 0.730303420429126 0 0 0 0.993600656846932 0 0.45203390914817 0 0.466534353938318 0 0 0 0 0 0 0.38302866170202 0.379300373829426 0 1.65563773666156 0.469744525687888 1.04601847002199 0 0 0 0.412691876199931 0.422529016455354 0 0
XLOC_000068 1.17997356446184 1.11608813712553 0 0 0 0 0 0 0 0.193894926372876 0 0.604893875833982 0.51794129579451 0 1.40181868452266 0.178678085613639 0 0 4.4378506119736 0.671669180436865 0 0.203191408113588 0.103810017717249 0.568940378923339 0.0967798084365691 0.617878060913331 0 0 0.851889150779994 1.06193767936262 0 1.16553237619109 0.906612055405866 0.183466245178412 0 2.15335895897693 0.471047984406023 0.147405358281666
XLOC_004207 0.754582126184086 0 0 0 0.130567266719764 0.243021602248084 0 0 0 2.12717798058375 1.79364256837806 1.86309339606605 0 0 2.91706714534121 0.134553732357126 0 0 0.459618425590681 1.26650516734648 2.61375231491246 0.438996148397758 1.47474470804054 2.5266487314064 0 3.30429189659987 0 0 2.82027150038612 3.11558149278742 0.733734914166654 1.33719931061727 0 2.04034433729002 0 4.19142089116886 0 0.909402649398271
XLOC_000075 0 0.302933750065205 0 0 0 0 0 0 0 0.501616905321504 0 0.485651736403403 4.26898406697109 0 0.328703101326423 1.10451867206968 0 0 0.58800272202995 0.254505298569873 0.460869848807806 4.65329715452659 0 1.99148789972933 0 0.399686426002259 0 0 0.443997260926293 0.505506325549233 1.45907840970361 0.358438244019758 0.160141272632533 1.46333924690765 0 0.437234855902558 0 2.69689216347617
XLOC_000081 0 1.27887853418599 0.889745131812326 1.09731515925818 0.515366672080157 0.0234271977806036 0.017646472363648 0.701536853095887 0.640270548689614 0 0 0 0.263544871253548 0 0 2.70510610626537 0.0740431657437875 1.89936556627477 0.739056091239138 0 0 0.664979307089886 0 0 0.556056222789157 0 1.11575875966041 0 0 0 0 0.127760655249507 3.42486706423507 0 0.621559907757726 0 1.32424252936706 0
XLOC_004221 0 0 0.220925881753055 0.142376256549186 0 0.749340996314465 0 0.217727645668233 0.517286582322404 1.89655044030447 1.43011685005073 0.958000452046541 0 0 2.76340964281958 0 0.0828784680525019 0 0 0.586137090490762 0.949038423076591 0 0.0421251836600897 0.701648231839792 0 1.67435705631221 0.0100324090925354 0 4.19502877299213 2.99574159600834 0 0 0 1.86640214220499 0 2.29877529083594 0 0.56329776402713
XLOC_000092 0 0.61113177043494 0.0763789674666136 0 0 0.993307508941407 0 0 0 1.69773451176685 2.01496012549802 2.31687053824434 1.51279606664407 0 0.250886830040419 0.591276641986693 0 0.894518575209881 2.09086306973375 0.142259639988495 2.19176200694021 2.33233894090356 2.245484684201 1.03690807778466 0 1.45957168264087 0.239054485657862 0.352559689905544 0.532901795651171 0.527045397166107 0 0 0 0.46861664748172 0 1.42484441781035 0 2.47301408184546
XLOC_000093 0 0 0 0 0 4.43413550664557 0 0 0 0 0 1.36916637796992 1.41822111582908 0.332947868590356 0.199150158332742 0.0130714160603329 0 0 0 0.28726722841946 1.25572591735337 1.94848347631911 0 0 0 0 0 0 0.410431709630262 0.263789715173715 0 2.41972704138946 1.4256845575981 0 0 0.0562776216796607 1.57773960708784 0.31242365368891
XLOC_000097 0 0.127887261397265 4.30015003761231 2.57894355908748 1.72108809052488 0 4.04792277661184 1.82537818917836 1.74344797322698 0 0 0 0 0.305490038881944 0 0.633549601074755 3.76158768774819 0 0 0 0 0 0 0 1.30243192339035 0 3.8537543282292 2.23286472886794 0 0 0 0 0 0 4.79864338452049 0 0.422296046363109 0
XLOC_004226 0.0688731807251506 1.76700384274926 2.07818248781239 1.44302885336491 0.799028156970916 0 2.68039444465912 0 0.104888763503993 0 0 0 0.0188503395532756 0.846906156351305 0 1.38431540791312 2.52198728055632 0.146217097083206 0.32945240758689 0.120586666062899 0 0.0833626699201663 0 0.327978289658072 2.54491842725595 0.186200461027055 1.95569803614085 4.78875345281759 0 0 0 0 0 0 2.24966728285854 0 0.0907154207045788 0
XLOC_000104 2.37679825942064 1.02057329143872 0.661265949565928 0.808008652319217 0 0 1.35918253787142 0 0 0 0 0 0.206382288470158 0 0 0 1.04064190960453 0 0.246325247288783 0 0 0 0 0.649005571755292 2.00193447099729 0 0 1.26054499324389 0 0 0.0149533113564397 0.299419450109557 0 0 0.269770523661501 0 0 0
XLOC_000105 0 0 0 0 0 0 0 0 0 0.595325128293169 0 1.56133452128203 1.59119991884793 0 1.07917635495462 1.48463900051587 0 0 0 0.21784187439145 3.07653291823987 2.94856112685557 0 2.26161335958139 0 2.36358095138892 0 0 1.3709803557509 1.73502255372117 1.39913107263576 0.815800394816133 0 1.51936292839679 0 1.74104569294369 0 2.00542684060883
XLOC_004233 2.7572941714326 0.23161070427043 1.0798675399043 1.04822567990997 1.11242978094923 0.478382326249941 1.15064225936823 1.07377502426996 0.565081022397792 0 1.23070414547918 0 0 0 0 0 1.02344903863759 0.314711381552083 0 0.275905202462868 1.10212090098813 0 1.47551080572914 0 2.86322802091057 0 0.869949781203631 3.49241292744864 0 0 0 0.834940651748876 0 0 1.10272054436367 0 0 0
XLOC_004250 3.55119763434815 0.509444889572444 1.07985351969361 1.20545664234261 0.921456409558199 1.37398817840124 0.924481643262074 0.901778168041905 0.527556530634761 0 1.25166746754576 0 0 0.126159838099765 0 0 0.806692473997836 0 0.282713093789333 0.652479963981873 1.05953541296989 0 1.38741878559134 0 2.62480858129608 0 0.932937777632172 3.41173745555162 0 0 0 1.00644909182593 0 0 0.956533726154918 0 0 0
XLOC_004262 0.181605527545261 0 0 1.16039849642384 1.75594442148899 0.981176350133841 0 0.156033816724242 0.0652174047929009 0 0 0 0.687046803907071 0.141246387885232 0 1.14684908619143 0.245210494828588 0 0.361003154837356 0 0 0.811640284711767 0 0 0.357833144122793 0 0.0675728755989839 0 0 0 0.750574480952686 0.924024550179893 1.63017548848543 0 0 0 1.6320903904309 0
XLOC_004266 0 0.391378391257857 1.09983147101564 0.629168506864375 0.591712488510609 0.458948872143476 0.403950261979808 3.84298309561001 4.11429312979894 0 0 0 0.42148905689611 0.165201656204523 0 1.86491585925529 0.295994328840117 0.680388578265853 0 0 0 0.228479357915053 0.73079176550845 0 0.100862608566642 0 1.30872266314153 0.826891743916988 0 0 0.803205707045292 0 0 0 0.538087108699298 0 0 0
XLOC_004278 1.61724568383959 0 0 0.191308231683109 0.293528573024188 0.0203519432992204 0 0 0 0 0 0 0 0 0.119955129498689 0 0 0 0.127966084343733 0 0.520023506215233 0 0 0 0.950579756912451 0 0 0.114386057627901 0.145516532716379 0.124406312461084 1.74149358086994 1.82249084435815 0 0 0 0.101512855893211 0 0
XLOC_000153 0 0.136320640857855 3.23976634657389 2.77176714936862 2.0242849653159 0 3.26477105817483 2.45918886588782 2.54610047611256 0 0.160627324308134 0 0 0 0 0 2.7056476139933 0 0 0 0 0 0.173091524370645 0 1.38094541699449 0 2.89623482405526 2.24182638587749 0 0 0 0 0 0 3.18926342385932 0 0 0
XLOC_004282 0.422094148091825 0.151220898042237 0 0 0 0.0418306212956676 0 0.237415003632438 0.550959098279935 2.28213843776317 1.82190430647012 2.1698439138131 0.473186357920229 0 2.61314503851145 1.46530204250289 0.630348169129912 0 0 0.998235067350432 1.70136373854856 1.26327015888904 1.11448905502048 2.39316844509265 0 4.03146270213418 0 0 2.54908324192933 2.79378233311944 0.487566065250062 0.519205921188729 0 1.89911496727239 0 3.38838020537516 0 0.810741675320761
XLOC_000156 0 0 2.25609080554262 0.994568550737534 0.665445171505503 0 1.18378861102717 3.04936623431866 3.5187654555306 1.66889056079541 1.2742772650612 0 0 0.204370661939003 0.740579768371755 0.397146354111992 1.07649584776845 0 0 0 0 0 0.296012079724617 0 0 0.487444385509189 2.01325349657709 0 1.33374452238125 0.264734089900674 0 0 0 0 1.40909680722748 0 0 0.0679843762274477
XLOC_000157 5.36583344698531 0.493952886861604 1.81773754967098 0 0.00778730160223739 1.52297203272285 0.456964901116988 0.628898283891889 0.464026238586629 0 0.911774574688937 1.0033054846592 0 0.121797670963515 0 0 1.02351457882514 0 0.13964470133356 0 2.05928712322513 0 0.0703470035921059 0 0.607734942755823 0.353280604112552 1.29656683194384 3.22958465268657 0 0 0 1.3529659991306 0 0 0.833920152680986 0 0 0
XLOC_000159 0 1.47949444612687 1.76510483991593 3.27393472095711 3.09927633625444 0 2.55350338935114 0.405118126909795 0.260216631836145 0 0.245372851327744 0 0 0 0 0 2.8484639239796 2.06897657169676 0 0.0301727031536812 0 0 0 0 4.31699409833016 0 1.34860753141451 2.33716506420935 0 0 0 0 0.446276742207212 0 2.29301600219638 0 0.025556031467312 0
XLOC_000174 0 0 0 1.1764328558112 0 0.207751391483431 0 0 0 0 0 0 0.639190799190054 0 0.647162528032941 0.171229916691427 0 0 0.0828054962344366 0 0 0.65829154594513 0 1.01476785287852 0 0.966298548860417 0 0 0.378828708259366 0.703544208606031 0 1.26422965985848 0 0.557530462505204 0.228375809042158 1.53193311403838 0 0.799238006035381
XLOC_000178 0.944891269261792 0 0 0 0 0.0128467116500662 0 0 0 0 0 0 1.39377496535362 0 0 0.77404731011488 0 0 2.1634978815852 0.0409993079272829 0 1.769545500808 0 1.02369766860056 0.798469767246601 0 0 0.26757055946409 0 0.15086960407466 2.89455825911352 2.20123803716934 0.576965812738297 0.318815400098252 0 0.185091561575231 0.191948900632973 0.170407090187609
XLOC_000194 0 1.55353476588814 0.0328153162546649 0.328866210235782 0.244533121861527 2.48820948493751 0 0.40304106503007 0.691109882679488 0.594828828551237 0 0 2.46139557754043 0 0.635361236680257 3.64196571324553 0 0.332795335110681 0 0.224233029950174 0 1.13696683437536 1.00930947776891 0 0.62094042227844 0 0.222000523251803 0 0.0496502472398554 0 0 0 3.54486534744061 0.705146390767958 0 0 1.35463710128454 2.57833411039957
XLOC_000196 1.20563890982213 1.99810006739133 1.56760948768798 2.42945687955632 2.43193640950683 0 1.98630502687531 0.170087528923803 0.0295473492521181 0 0 0 0 0.273420219792527 0 0 2.28860412459298 1.34869431543652 0 0.340083413523356 0 0 0 0 5.16599809043609 0 1.20921883540447 3.58063183874152 0 0 0 0 0.0813030438370025 0 1.2449240422108 0 0 0
XLOC_004322 1.09270031157672 0.214029993078063 0 0 0.902891975798626 0 0 0 0 0 2.14630060438834 0 0 0.0813159082807742 0 0 0 0.616550403135514 0.223333105432475 0 0.0387717111340574 0 0 0 0 0 0 0 0 0 0.86363847646628 0 0 0 0 0 0.633977251755191 0
XLOC_000172 0 3.05511480845505 1.72252788929953 2.46903486396703 1.492916569923 0 1.31847079921594 1.91940796016948 1.70754779907893 0 0 0 1.44642795174363 0.176888145634337 0 1.59572211121871 1.08734095780239 0.0862294797352728 0 0 0 0.74410054888962 0 0 0.365050210596296 0 2.28616379995465 0 0 0 0 0 0.942115658026915 0 1.67485817816231 0 0.477874302362542 0.119630920202241
XLOC_004325 0.297358647583489 0.297849979084162 0 0 0.0498187913493524 2.27223895791131 0 0 0 0 0 1.11951193947004 1.66270900223471 0.953009480939947 0.532123998111314 0.63984055323327 0 0 1.39802406295789 0.365150650880326 0.782442159459084 1.37017004197667 0.75395300667161 2.03410622359682 0 0.244778310296595 0 0.0833204294022891 0.508577381202778 0.927588119624117 0 1.05581395516693 0.866841297906456 0.147294470351986 0 0.338628456809786 0.0053406144299608 2.32078016340216
XLOC_004328 1.17885620233595 0.969135753639808 0 0 0.242660486505702 0.507841662816712 0 0 0 0.555282815370448 1.40205754604534 1.69971281032015 0.253721951219395 0.0750295528834087 1.31787284717848 0 0 0.502859707877974 0 0.764357084938628 3.43007781616149 0.879546370712378 1.33383876372552 2.38105917656888 0 1.73910420318718 0 0 1.68059556962954 2.27516273778901 0.987238166550421 0.0412720551798987 0 1.90174418371672 0 2.13979086194667 0 2.45835120357638
XLOC_004329 0 0.573883019271269 0 0 0.60509411724829 1.70019527686685 0 0 0 0 0.803504441559223 0.0579282486485104 0.633777160172984 0.0406322974126852 0 1.63242118681569 0 0 0 0.0773955389282605 0.791797416888594 1.22689698862329 1.57373069733156 0 0 0 0 0 0 0 0 2.15825490243533 3.24266858445811 0.753367550789496 0 0 0.295104937759073 0
XLOC_004330 0 0 0 0 0 0.141524371071635 0 0 0 0 0 0 1.33497322012451 0 1.19078317868321 0.0989595231143886 0 0 0.460424381128995 0 0 1.31635331489657 0 0.928493932510765 0 0.720143305027078 0 0 0.956149910561989 1.23851734049923 0 3.25138791839207 0 1.26074331426164 0 1.08903551443746 1.22038521405287 1.13375948139211
XLOC_000201 0.550139995277833 0 0 1.02453696563931 0.454290971567656 0.0328273212885005 0 0 0 0 0 0 2.24719378478769 0 0 1.09870379870508 0 0 0.973741735778701 0 0.212441570422486 1.44107562893011 0 0.302478206812533 1.58987661899316 0 0 0 0 0 0.604183872801979 1.32634638784441 2.13866068418174 0.461665033419228 0 0 0.0282682792609756 0.930291786234685
XLOC_004336 0 0.15520475361981 2.93368010385956 3.113281865926 2.73618132930492 0 2.87604417311965 2.89412557737343 2.48716678237552 0 0.29821757443113 0 0 0 0 0 2.76885834552849 0 0 0 0 0 0.702634716786148 0 1.82929922865321 0 2.55872363435619 2.02695262147436 0 0 0.026038642945263 0 0 0 2.6011993382415 0 0 0
XLOC_004337 0 0 0 0 0 0.550209979860779 0 0 0 0.313672786677168 0 0.971502136529891 3.84680098286978 0 1.18778002217276 1.52266547964103 0 0 0.918105702448912 0.733214232251203 0.822411857317452 4.16379636566404 0 3.14454980345964 0 1.5173176529059 0 0 0.956575797954984 1.12102141636021 0.680790457319852 0.71445884749739 0 1.75652990974099 0 1.31058250691907 0.0336734014555872 2.8565044255208
XLOC_004339 0 0 0.484181802708281 0.794882981911675 0.0696318548415621 1.6195217080053 0 1.49284545327599 1.38258109748414 0 0 0 0.778652090416543 2.42204687655925 0 0.910177015618914 0 1.4492914275937 0 0 0.0881069133616817 0.202888057264094 0.00851536011822448 0 0 0 0.695501663030017 0 0 0 1.19680367364022 0.427783169746225 0 0 0.816115754433484 0 0 1.14713139313304
XLOC_004346 1.42975476592626 0 0 0 0 0.320761991420109 0 0 0 0.636983802510176 0.174271376942698 1.04599514528611 0.585459660584358 0 0.720457234694135 0.577846375920807 0.257302618871606 0 0 0 2.13470635576789 1.5580881142331 0 1.5527370797046 0.425085665472642 2.10873913118485 0 0.352548403223895 0.504592562545758 1.29559744502955 2.3953247532783 2.08128942696362 0 0.889727590222554 0 1.25990806725 0 0.33633534877044
XLOC_004348 0 0.494048326167441 0.529843311362359 0.175979919211376 0.969937024809458 0.557241966564759 1.19030692932019 0 0 0 0.969826419986519 0 0.406887215725052 1.24163216512778 0 0 1.11374537530196 0 0 0 1.22328006789383 0.186920822992736 0.14303625177959 0 0 0 0.230823583461366 0 0 0 0 0.113643911326305 0 0 0.808425506292935 0 1.78227012045005 0
XLOC_004350 0 0 0.441718075146046 0.437460658270963 0.338080854169601 0 0 0.202867903843246 0.311009735045241 0 0 0 1.56606914083285 0.905895829412926 0 0 0 0 0 0.653406726011639 0 1.72335989713338 0 0 0 0 0.368256522421907 0 0 0 0 0.216138256395626 1.60289720774229 0.031094305442624 0.0824872694570285 0 2.3941402663838 0
XLOC_004351 2.36193816239339 0 0 0.281110092250343 0.59487523186249 0 0 0 0 0 0 0 0.651972687443093 0 0 0.1123609751391 0 0.629847484036391 0 0.0666421292746864 0 0.51905850823309 0 0 0.333648619988252 0 0 0.0744842179443508 0 0 2.9921085425687 0.212050037133118 1.74509319634535 0 0 0 0 0
XLOC_004375 1.39340935470337 0 0 0.344243995584101 0.293995200983238 0 0 0 0 0 0.2250618821118 0 0.175031967018764 0 0 0 0 0.275871579540739 0 0 0 0 0 0 1.13370093041417 0 0 0.126256999121364 0 0 2.3773517672855 0 1.16019007164304 0 0 0 0 0
